Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 605, 364, 188, 4269, 0.763, 0.624, 0.687, 0.766, 3.272
Columba, 873, 96, 190, 4267, 0.821, 0.901, 0.859, 0.783, 3.599
EMF, 826, 143, 192, 4265, 0.811, 0.852, 0.831, 0.780, 3.543
Hibernate, 828, 141, 213, 4244, 0.795, 0.854, 0.824, 0.775, 3.454
JEdit, 598, 371, 241, 4216, 0.713, 0.617, 0.662, 0.749, 2.991
JFreeChart, 811, 158, 278, 4179, 0.745, 0.837, 0.788, 0.760, 3.170
JMeter, 806, 163, 177, 4280, 0.820, 0.832, 0.826, 0.782, 3.591
JRuby, 851, 118, 179, 4278, 0.826, 0.878, 0.851, 0.784, 3.626
SQuirrel, 904, 65, 257, 4200, 0.779, 0.933, 0.849, 0.771, 3.360
Dubbo, 726, 243, 170, 4287, 0.810, 0.749, 0.779, 0.780, 3.537
Gradle, 694, 275, 131, 4326, 0.841, 0.716, 0.774, 0.788, 3.710
Groovy, 773, 196, 167, 4290, 0.822, 0.798, 0.810, 0.783, 3.605
Hive, 849, 120, 220, 4237, 0.794, 0.876, 0.833, 0.775, 3.447
Maven, 736, 233, 163, 4294, 0.819, 0.760, 0.788, 0.782, 3.584
Poi, 858, 111, 192, 4265, 0.817, 0.885, 0.850, 0.781, 3.576
SpringFramework, 835, 134, 205, 4252, 0.803, 0.862, 0.831, 0.778, 3.496
Storm, 852, 117, 206, 4251, 0.805, 0.879, 0.841, 0.778, 3.509
Tomcat, 895, 74, 243, 4214, 0.786, 0.924, 0.850, 0.773, 3.404
Zookeeper, 790, 179, 198, 4259, 0.800, 0.815, 0.807, 0.777, 3.477
