Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 35, 63, 128, 7486, 0.215, 0.357, 0.268, 0.941, 15.897
ArgoUML, 50, 48, 104, 7510, 0.325, 0.510, 0.397, 0.961, 24.550
Columba, 67, 31, 39, 7575, 0.632, 0.684, 0.657, 0.980, 48.740
EMF, 62, 36, 99, 7515, 0.385, 0.633, 0.479, 0.967, 29.304
Hibernate, 64, 34, 84, 7530, 0.432, 0.653, 0.520, 0.971, 33.030
JEdit, 35, 63, 317, 7297, 0.099, 0.357, 0.156, 0.872, 6.825
JFreeChart, 65, 33, 298, 7316, 0.179, 0.663, 0.282, 0.929, 13.091
JMeter, 61, 37, 59, 7555, 0.508, 0.622, 0.560, 0.975, 39.003
JRuby, 66, 32, 46, 7568, 0.589, 0.673, 0.629, 0.978, 45.373
SQuirrel, 69, 29, 118, 7496, 0.369, 0.704, 0.484, 0.966, 28.037
Dubbo, 51, 47, 94, 7520, 0.352, 0.520, 0.420, 0.964, 26.679
Gradle, 44, 54, 71, 7543, 0.383, 0.449, 0.413, 0.967, 29.109
Groovy, 62, 36, 55, 7559, 0.530, 0.633, 0.577, 0.976, 40.701
Hive, 73, 25, 87, 7527, 0.456, 0.745, 0.566, 0.972, 34.904
Maven, 43, 55, 142, 7472, 0.232, 0.439, 0.304, 0.945, 17.291
Poi, 70, 28, 64, 7550, 0.522, 0.714, 0.603, 0.976, 40.109
Storm, 67, 31, 91, 7523, 0.424, 0.684, 0.523, 0.970, 32.370
Tomcat, 70, 28, 82, 7532, 0.461, 0.714, 0.560, 0.972, 35.241
Zookeeper, 63, 35, 111, 7503, 0.362, 0.643, 0.463, 0.965, 27.493
