Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 60, 13, 635, 1876, 0.086, 0.822, 0.156, 0.673, 2.056
ArgoUML, 59, 14, 771, 1740, 0.071, 0.808, 0.131, 0.603, 1.516
Columba, 61, 12, 858, 1653, 0.066, 0.836, 0.123, 0.574, 1.350
EMF, 69, 4, 373, 2138, 0.156, 0.945, 0.268, 0.819, 4.526
Hibernate, 54, 19, 477, 2034, 0.102, 0.740, 0.179, 0.722, 2.600
JEdit, 60, 13, 1063, 1448, 0.053, 0.822, 0.100, 0.471, 0.891
JFreeChart, 55, 18, 587, 1924, 0.086, 0.753, 0.154, 0.670, 2.032
JMeter, 56, 17, 530, 1981, 0.096, 0.767, 0.170, 0.704, 2.383
JRuby, 61, 12, 667, 1844, 0.084, 0.836, 0.152, 0.663, 1.966
SQuirrel, 54, 19, 663, 1848, 0.075, 0.740, 0.137, 0.625, 1.666
Dubbo, 54, 19, 900, 1611, 0.057, 0.740, 0.105, 0.501, 1.004
Gradle, 51, 22, 591, 1920, 0.079, 0.699, 0.143, 0.644, 1.812
Groovy, 54, 19, 641, 1870, 0.078, 0.740, 0.141, 0.636, 1.750
Hive, 50, 23, 545, 1966, 0.084, 0.685, 0.150, 0.664, 1.975
Maven, 55, 18, 741, 1770, 0.069, 0.753, 0.127, 0.591, 1.446
Poi, 61, 12, 747, 1764, 0.075, 0.836, 0.138, 0.626, 1.672
SpringFramework, 57, 16, 826, 1685, 0.065, 0.781, 0.119, 0.562, 1.285
Storm, 56, 17, 545, 1966, 0.093, 0.767, 0.166, 0.697, 2.298
Tomcat, 44, 29, 751, 1760, 0.055, 0.603, 0.101, 0.490, 0.959
Zookeeper, 54, 19, 512, 1999, 0.095, 0.740, 0.169, 0.704, 2.377
