Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 65, 19, 299, 1265, 0.179, 0.774, 0.290, 0.715, 2.503
ArgoUML, 52, 32, 454, 1110, 0.103, 0.619, 0.176, 0.504, 1.016
Columba, 69, 15, 296, 1268, 0.189, 0.821, 0.307, 0.730, 2.709
EMF, 55, 29, 175, 1389, 0.239, 0.655, 0.350, 0.787, 3.692
Hibernate, 71, 13, 235, 1329, 0.232, 0.845, 0.364, 0.780, 3.552
JEdit, 69, 15, 537, 1027, 0.114, 0.821, 0.200, 0.552, 1.234
JFreeChart, 66, 18, 275, 1289, 0.194, 0.786, 0.311, 0.737, 2.797
JMeter, 67, 17, 242, 1322, 0.217, 0.798, 0.341, 0.765, 3.254
JRuby, 70, 14, 304, 1260, 0.187, 0.833, 0.306, 0.728, 2.672
SQuirrel, 61, 23, 240, 1324, 0.203, 0.726, 0.317, 0.748, 2.976
Dubbo, 80, 4, 358, 1206, 0.183, 0.952, 0.307, 0.721, 2.583
Gradle, 53, 31, 329, 1235, 0.139, 0.631, 0.227, 0.633, 1.722
Groovy, 65, 19, 294, 1270, 0.181, 0.774, 0.293, 0.718, 2.552
Hive, 70, 14, 289, 1275, 0.195, 0.833, 0.316, 0.739, 2.825
Maven, 67, 17, 340, 1224, 0.165, 0.798, 0.273, 0.690, 2.230
Poi, 76, 8, 379, 1185, 0.167, 0.905, 0.282, 0.695, 2.277
SpringFramework, 59, 25, 396, 1168, 0.130, 0.702, 0.219, 0.607, 1.544
Storm, 71, 13, 188, 1376, 0.274, 0.845, 0.414, 0.814, 4.378
Tomcat, 72, 12, 423, 1141, 0.145, 0.857, 0.249, 0.650, 1.854
Zookeeper, 69, 15, 216, 1348, 0.242, 0.821, 0.374, 0.789, 3.750
