Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 928, 117, 8419, 19875, 0.099, 0.888, 0.179, 0.641, 1.787
ArgoUML, 868, 177, 10026, 18268, 0.080, 0.831, 0.145, 0.553, 1.237
Columba, 849, 196, 8959, 19335, 0.087, 0.812, 0.156, 0.589, 1.430
EMF, 867, 178, 5706, 22588, 0.132, 0.830, 0.228, 0.730, 2.703
Hibernate, 851, 194, 6151, 22143, 0.122, 0.814, 0.212, 0.707, 2.412
JEdit, 939, 106, 12832, 15462, 0.068, 0.899, 0.127, 0.478, 0.914
JFreeChart, 814, 231, 6383, 21911, 0.113, 0.779, 0.198, 0.685, 2.175
JMeter, 849, 196, 6806, 21488, 0.111, 0.812, 0.195, 0.679, 2.114
JRuby, 930, 115, 8516, 19778, 0.098, 0.890, 0.177, 0.638, 1.764
SQuirrel, 868, 177, 8023, 20271, 0.098, 0.831, 0.175, 0.635, 1.741
Dubbo, 855, 190, 10613, 17681, 0.075, 0.818, 0.137, 0.522, 1.093
Gradle, 820, 225, 5986, 22308, 0.120, 0.785, 0.209, 0.704, 2.383
Groovy, 879, 166, 8558, 19736, 0.093, 0.841, 0.168, 0.618, 1.615
Hive, 935, 110, 6041, 22253, 0.134, 0.895, 0.233, 0.734, 2.763
Maven, 851, 194, 10187, 18107, 0.077, 0.814, 0.141, 0.538, 1.165
Poi, 920, 125, 8509, 19785, 0.098, 0.880, 0.176, 0.635, 1.739
SpringFramework, 930, 115, 9596, 18698, 0.088, 0.890, 0.161, 0.597, 1.481
Storm, 869, 176, 7389, 20905, 0.105, 0.832, 0.187, 0.662, 1.954
Tomcat, 905, 140, 8780, 19514, 0.093, 0.866, 0.169, 0.619, 1.623
Zookeeper, 807, 238, 6845, 21449, 0.105, 0.772, 0.186, 0.662, 1.961
