Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 293, 27, 1152, 1851, 0.203, 0.916, 0.332, 0.525, 1.106
ArgoUML, 265, 55, 1308, 1695, 0.168, 0.828, 0.280, 0.428, 0.749
Columba, 279, 41, 1346, 1657, 0.172, 0.872, 0.287, 0.439, 0.783
EMF, 273, 47, 831, 2172, 0.247, 0.853, 0.383, 0.611, 1.568
Hibernate, 263, 57, 950, 2053, 0.217, 0.822, 0.343, 0.556, 1.252
JEdit, 299, 21, 1633, 1370, 0.155, 0.934, 0.266, 0.378, 0.607
JFreeChart, 261, 59, 957, 2046, 0.214, 0.816, 0.339, 0.551, 1.225
JMeter, 261, 59, 926, 2077, 0.220, 0.816, 0.346, 0.562, 1.283
JRuby, 281, 39, 1089, 1914, 0.205, 0.878, 0.333, 0.531, 1.130
SQuirrel, 262, 58, 1044, 1959, 0.201, 0.819, 0.322, 0.520, 1.083
Dubbo, 272, 48, 1214, 1789, 0.183, 0.850, 0.301, 0.474, 0.901
Gradle, 299, 21, 868, 2135, 0.256, 0.934, 0.402, 0.624, 1.661
Groovy, 274, 46, 1017, 1986, 0.212, 0.856, 0.340, 0.546, 1.204
Hive, 263, 57, 918, 2085, 0.223, 0.822, 0.350, 0.568, 1.313
Maven, 276, 44, 1210, 1793, 0.186, 0.862, 0.306, 0.482, 0.929
Poi, 273, 47, 1138, 1865, 0.193, 0.853, 0.315, 0.502, 1.009
SpringFramework, 296, 24, 1370, 1633, 0.178, 0.925, 0.298, 0.458, 0.845
Storm, 266, 54, 952, 2051, 0.218, 0.831, 0.346, 0.559, 1.268
Tomcat, 270, 50, 1139, 1864, 0.192, 0.844, 0.312, 0.497, 0.990
Zookeeper, 267, 53, 918, 2085, 0.225, 0.834, 0.355, 0.573, 1.340
