Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 169, 31, 899, 3373, 0.158, 0.845, 0.267, 0.717, 2.538
ArgoUML, 155, 45, 1200, 3072, 0.114, 0.775, 0.199, 0.609, 1.558
Columba, 148, 52, 890, 3382, 0.143, 0.740, 0.239, 0.686, 2.188
EMF, 160, 40, 649, 3623, 0.198, 0.800, 0.317, 0.774, 3.422
Hibernate, 157, 43, 622, 3650, 0.202, 0.785, 0.321, 0.778, 3.506
JEdit, 188, 12, 1392, 2880, 0.119, 0.940, 0.211, 0.624, 1.661
JFreeChart, 153, 47, 711, 3561, 0.177, 0.765, 0.288, 0.747, 2.960
JMeter, 165, 35, 729, 3543, 0.185, 0.825, 0.302, 0.758, 3.127
JRuby, 164, 36, 1152, 3120, 0.125, 0.820, 0.216, 0.641, 1.787
SQuirrel, 184, 16, 811, 3461, 0.185, 0.920, 0.308, 0.758, 3.135
Dubbo, 167, 33, 1503, 2769, 0.100, 0.835, 0.179, 0.553, 1.236
Gradle, 146, 54, 804, 3468, 0.154, 0.730, 0.254, 0.709, 2.436
Groovy, 172, 28, 947, 3325, 0.154, 0.860, 0.261, 0.709, 2.437
Hive, 146, 54, 745, 3527, 0.164, 0.730, 0.268, 0.727, 2.664
Maven, 160, 40, 1039, 3233, 0.133, 0.800, 0.229, 0.665, 1.984
Poi, 154, 46, 889, 3383, 0.148, 0.770, 0.248, 0.697, 2.301
SpringFramework, 168, 32, 1076, 3196, 0.135, 0.840, 0.233, 0.669, 2.020
Storm, 171, 29, 772, 3500, 0.181, 0.855, 0.299, 0.753, 3.055
Tomcat, 173, 27, 1166, 3106, 0.129, 0.865, 0.225, 0.654, 1.889
Zookeeper, 161, 39, 778, 3494, 0.171, 0.805, 0.283, 0.739, 2.834
