Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 887, 81, 1203, 3254, 0.424, 0.916, 0.580, 0.580, 1.378
ArgoUML, 844, 124, 974, 3483, 0.464, 0.872, 0.606, 0.616, 1.602
Columba, 893, 75, 1295, 3162, 0.408, 0.923, 0.566, 0.563, 1.287
EMF, 891, 77, 805, 3652, 0.525, 0.920, 0.669, 0.660, 1.944
Hibernate, 783, 185, 946, 3511, 0.453, 0.809, 0.581, 0.606, 1.538
JEdit, 925, 43, 1723, 2734, 0.349, 0.956, 0.512, 0.489, 0.958
JFreeChart, 850, 118, 1030, 3427, 0.452, 0.878, 0.597, 0.605, 1.534
JMeter, 819, 149, 937, 3520, 0.466, 0.846, 0.601, 0.617, 1.614
JRuby, 892, 76, 1970, 2487, 0.312, 0.921, 0.466, 0.427, 0.747
SQuirrel, 860, 108, 1094, 3363, 0.440, 0.888, 0.589, 0.595, 1.467
Dubbo, 864, 104, 2272, 2185, 0.276, 0.893, 0.421, 0.352, 0.544
Gradle, 812, 156, 1123, 3334, 0.420, 0.839, 0.559, 0.575, 1.352
Groovy, 808, 160, 1058, 3399, 0.433, 0.835, 0.570, 0.588, 1.427
Hive, 823, 145, 945, 3512, 0.465, 0.850, 0.602, 0.617, 1.609
Maven, 824, 144, 1205, 3252, 0.406, 0.851, 0.550, 0.561, 1.276
Poi, 881, 87, 1355, 3102, 0.394, 0.910, 0.550, 0.547, 1.208
SpringFramework, 911, 57, 1324, 3133, 0.408, 0.941, 0.569, 0.562, 1.284
Storm, 840, 128, 952, 3505, 0.469, 0.868, 0.609, 0.619, 1.627
Tomcat, 852, 116, 1269, 3188, 0.402, 0.880, 0.552, 0.556, 1.251
Zookeeper, 832, 136, 989, 3468, 0.457, 0.860, 0.597, 0.609, 1.561
