Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 82, 15, 1950, 5664, 0.040, 0.845, 0.077, 0.688, 2.208
ArgoUML, 71, 26, 2554, 5060, 0.027, 0.732, 0.052, 0.535, 1.150
Columba, 78, 19, 2082, 5532, 0.036, 0.804, 0.069, 0.652, 1.871
EMF, 70, 27, 1190, 6424, 0.056, 0.722, 0.103, 0.774, 3.416
Hibernate, 79, 18, 1479, 6135, 0.051, 0.814, 0.095, 0.752, 3.031
JEdit, 87, 10, 3087, 4527, 0.027, 0.897, 0.053, 0.541, 1.179
JFreeChart, 72, 25, 1957, 5657, 0.035, 0.742, 0.068, 0.646, 1.821
JMeter, 71, 26, 1774, 5840, 0.038, 0.732, 0.073, 0.673, 2.059
JRuby, 75, 22, 2013, 5601, 0.036, 0.773, 0.069, 0.650, 1.855
SQuirrel, 85, 12, 1830, 5784, 0.044, 0.876, 0.084, 0.717, 2.528
Dubbo, 73, 24, 2150, 5464, 0.033, 0.753, 0.063, 0.617, 1.610
Gradle, 60, 37, 1859, 5755, 0.031, 0.619, 0.060, 0.598, 1.486
Groovy, 77, 20, 1948, 5666, 0.038, 0.794, 0.073, 0.669, 2.023
Hive, 75, 22, 1741, 5873, 0.041, 0.773, 0.078, 0.695, 2.283
Maven, 79, 18, 2318, 5296, 0.033, 0.814, 0.063, 0.618, 1.620
Poi, 84, 13, 2408, 5206, 0.034, 0.866, 0.065, 0.627, 1.680
SpringFramework, 90, 7, 2369, 5245, 0.037, 0.928, 0.070, 0.656, 1.910
Storm, 73, 24, 1483, 6131, 0.047, 0.753, 0.088, 0.732, 2.730
Tomcat, 78, 19, 2062, 5552, 0.036, 0.804, 0.070, 0.655, 1.897
Zookeeper, 80, 17, 1399, 6215, 0.054, 0.825, 0.102, 0.767, 3.300
