Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 243, 38, 930, 2936, 0.207, 0.865, 0.334, 0.673, 2.057
ArgoUML, 232, 49, 1213, 2653, 0.161, 0.826, 0.269, 0.578, 1.369
Columba, 230, 51, 1072, 2794, 0.177, 0.819, 0.291, 0.616, 1.607
EMF, 234, 47, 587, 3279, 0.285, 0.833, 0.425, 0.762, 3.206
Hibernate, 235, 46, 621, 3245, 0.275, 0.836, 0.413, 0.753, 3.052
JEdit, 261, 20, 1719, 2147, 0.132, 0.929, 0.231, 0.486, 0.945
JFreeChart, 214, 67, 684, 3182, 0.238, 0.762, 0.363, 0.716, 2.517
JMeter, 265, 16, 823, 3043, 0.244, 0.943, 0.387, 0.722, 2.595
JRuby, 245, 36, 955, 2911, 0.204, 0.872, 0.331, 0.668, 2.013
SQuirrel, 233, 48, 912, 2954, 0.203, 0.829, 0.327, 0.667, 2.003
Dubbo, 221, 60, 1074, 2792, 0.171, 0.786, 0.280, 0.603, 1.519
Gradle, 209, 72, 679, 3187, 0.235, 0.744, 0.358, 0.712, 2.473
Groovy, 233, 48, 1000, 2866, 0.189, 0.829, 0.308, 0.641, 1.789
Hive, 232, 49, 668, 3198, 0.258, 0.826, 0.393, 0.737, 2.804
Maven, 229, 52, 1017, 2849, 0.184, 0.815, 0.300, 0.631, 1.712
Poi, 241, 40, 1071, 2795, 0.184, 0.858, 0.303, 0.631, 1.711
SpringFramework, 245, 36, 1095, 2771, 0.183, 0.872, 0.302, 0.629, 1.698
Storm, 231, 50, 716, 3150, 0.244, 0.822, 0.376, 0.722, 2.600
Tomcat, 224, 57, 1073, 2793, 0.173, 0.797, 0.284, 0.608, 1.549
Zookeeper, 229, 52, 746, 3120, 0.235, 0.815, 0.365, 0.712, 2.466
