Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 334, 48, 676, 2593, 0.331, 0.874, 0.480, 0.684, 2.161
ArgoUML, 295, 87, 809, 2460, 0.267, 0.772, 0.397, 0.608, 1.554
Columba, 358, 24, 803, 2466, 0.308, 0.937, 0.464, 0.661, 1.947
EMF, 294, 88, 464, 2805, 0.388, 0.770, 0.516, 0.730, 2.707
Hibernate, 333, 49, 534, 2735, 0.384, 0.872, 0.533, 0.728, 2.671
JEdit, 335, 47, 1103, 2166, 0.233, 0.877, 0.368, 0.551, 1.227
JFreeChart, 329, 53, 735, 2534, 0.309, 0.861, 0.455, 0.662, 1.955
JMeter, 330, 52, 744, 2525, 0.307, 0.864, 0.453, 0.659, 1.937
JRuby, 372, 10, 658, 2611, 0.361, 0.974, 0.527, 0.710, 2.452
SQuirrel, 272, 110, 685, 2584, 0.284, 0.712, 0.406, 0.632, 1.716
Dubbo, 341, 41, 949, 2320, 0.264, 0.893, 0.408, 0.604, 1.526
Gradle, 262, 120, 606, 2663, 0.302, 0.686, 0.419, 0.653, 1.885
Groovy, 329, 53, 757, 2512, 0.303, 0.861, 0.448, 0.655, 1.895
Hive, 357, 25, 617, 2652, 0.367, 0.935, 0.527, 0.715, 2.503
Maven, 333, 49, 722, 2547, 0.316, 0.872, 0.463, 0.669, 2.017
Poi, 354, 28, 812, 2457, 0.304, 0.927, 0.457, 0.655, 1.902
SpringFramework, 321, 61, 777, 2492, 0.292, 0.840, 0.434, 0.642, 1.794
Storm, 340, 42, 648, 2621, 0.344, 0.890, 0.496, 0.696, 2.289
Tomcat, 339, 43, 739, 2530, 0.314, 0.887, 0.464, 0.667, 2.006
Zookeeper, 341, 41, 570, 2699, 0.374, 0.893, 0.527, 0.720, 2.578
