Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 48, 14, 858, 1770, 0.053, 0.774, 0.099, 0.565, 1.299
ArgoUML, 47, 15, 878, 1750, 0.051, 0.758, 0.095, 0.546, 1.205
Columba, 47, 15, 902, 1726, 0.050, 0.758, 0.093, 0.535, 1.149
EMF, 47, 15, 567, 2061, 0.077, 0.758, 0.139, 0.699, 2.321
Hibernate, 40, 22, 622, 2006, 0.060, 0.645, 0.110, 0.619, 1.622
JEdit, 56, 6, 1238, 1390, 0.043, 0.903, 0.083, 0.467, 0.878
JFreeChart, 43, 19, 580, 2048, 0.069, 0.694, 0.126, 0.666, 1.995
JMeter, 47, 15, 645, 1983, 0.068, 0.758, 0.125, 0.661, 1.947
JRuby, 51, 11, 799, 1829, 0.060, 0.823, 0.112, 0.616, 1.603
SQuirrel, 48, 14, 726, 1902, 0.062, 0.774, 0.115, 0.628, 1.691
Dubbo, 46, 16, 963, 1665, 0.046, 0.742, 0.086, 0.494, 0.978
Gradle, 35, 27, 513, 2115, 0.064, 0.565, 0.115, 0.639, 1.771
Groovy, 49, 13, 829, 1799, 0.056, 0.790, 0.104, 0.587, 1.421
Hive, 43, 19, 634, 1994, 0.064, 0.694, 0.116, 0.637, 1.756
Maven, 55, 7, 903, 1725, 0.057, 0.887, 0.108, 0.599, 1.491
Poi, 48, 14, 720, 1908, 0.062, 0.774, 0.116, 0.631, 1.712
SpringFramework, 50, 12, 950, 1678, 0.050, 0.806, 0.094, 0.539, 1.169
Storm, 50, 12, 606, 2022, 0.076, 0.806, 0.139, 0.698, 2.307
Tomcat, 54, 8, 703, 1925, 0.071, 0.871, 0.132, 0.677, 2.095
Zookeeper, 56, 6, 625, 2003, 0.082, 0.903, 0.151, 0.720, 2.568
