Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 454, 515, 107, 4350, 0.809, 0.469, 0.593, 0.779, 3.532
Columba, 841, 128, 164, 4293, 0.837, 0.868, 0.852, 0.787, 3.686
EMF, 713, 256, 154, 4303, 0.822, 0.736, 0.777, 0.783, 3.605
Hibernate, 828, 141, 213, 4244, 0.795, 0.854, 0.824, 0.775, 3.454
JEdit, 506, 463, 105, 4352, 0.828, 0.522, 0.641, 0.784, 3.637
JFreeChart, 766, 203, 197, 4260, 0.795, 0.791, 0.793, 0.775, 3.454
JMeter, 797, 172, 167, 4290, 0.827, 0.822, 0.825, 0.784, 3.630
JRuby, 852, 117, 178, 4279, 0.827, 0.879, 0.852, 0.784, 3.632
SQuirrel, 859, 110, 198, 4259, 0.813, 0.886, 0.848, 0.780, 3.551
Dubbo, 489, 480, 83, 4374, 0.855, 0.505, 0.635, 0.791, 3.787
Gradle, 665, 304, 125, 4332, 0.842, 0.686, 0.756, 0.788, 3.714
Groovy, 632, 337, 115, 4342, 0.846, 0.652, 0.737, 0.789, 3.738
Hive, 770, 199, 154, 4303, 0.833, 0.795, 0.814, 0.786, 3.666
Maven, 736, 233, 163, 4294, 0.819, 0.760, 0.788, 0.782, 3.584
Poi, 801, 168, 149, 4308, 0.843, 0.827, 0.835, 0.788, 3.721
SpringFramework, 663, 306, 139, 4318, 0.827, 0.684, 0.749, 0.784, 3.629
Storm, 721, 248, 131, 4326, 0.846, 0.744, 0.792, 0.789, 3.739
Tomcat, 696, 273, 133, 4324, 0.840, 0.718, 0.774, 0.787, 3.701
Zookeeper, 598, 371, 107, 4350, 0.848, 0.617, 0.714, 0.789, 3.750
