Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 24, 74, 53, 7561, 0.312, 0.245, 0.274, 0.959, 23.528
ArgoUML, 50, 48, 104, 7510, 0.325, 0.510, 0.397, 0.961, 24.550
Columba, 64, 34, 18, 7596, 0.780, 0.653, 0.711, 0.984, 60.420
EMF, 55, 43, 53, 7561, 0.509, 0.561, 0.534, 0.975, 39.076
Hibernate, 64, 34, 84, 7530, 0.432, 0.653, 0.520, 0.971, 33.030
JEdit, 23, 75, 125, 7489, 0.155, 0.235, 0.187, 0.918, 11.229
JFreeChart, 56, 42, 149, 7465, 0.273, 0.571, 0.370, 0.953, 20.497
JMeter, 60, 38, 35, 7579, 0.632, 0.612, 0.622, 0.980, 48.701
JRuby, 66, 32, 43, 7571, 0.606, 0.673, 0.638, 0.979, 46.650
SQuirrel, 65, 33, 60, 7554, 0.520, 0.663, 0.583, 0.976, 39.921
Dubbo, 33, 65, 29, 7585, 0.532, 0.337, 0.412, 0.976, 40.885
Gradle, 40, 58, 54, 7560, 0.426, 0.408, 0.417, 0.970, 32.487
Groovy, 54, 44, 23, 7591, 0.701, 0.551, 0.617, 0.982, 54.188
Hive, 62, 36, 43, 7571, 0.590, 0.633, 0.611, 0.978, 45.467
Maven, 43, 55, 142, 7472, 0.232, 0.439, 0.304, 0.945, 17.291
Poi, 56, 42, 32, 7582, 0.636, 0.571, 0.602, 0.980, 49.078
Storm, 51, 47, 36, 7578, 0.586, 0.520, 0.551, 0.978, 45.131
Tomcat, 47, 51, 43, 7571, 0.522, 0.480, 0.500, 0.976, 40.096
Zookeeper, 45, 53, 46, 7568, 0.495, 0.459, 0.476, 0.974, 37.915
