Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 444, 602, 261, 28033, 0.630, 0.424, 0.507, 0.943, 16.665
ArgoUML, 648, 398, 546, 27748, 0.543, 0.620, 0.579, 0.934, 14.223
Columba, 745, 301, 284, 28010, 0.724, 0.712, 0.718, 0.951, 19.308
EMF, 662, 384, 343, 27951, 0.659, 0.633, 0.646, 0.946, 17.477
Hibernate, 759, 287, 616, 27678, 0.552, 0.726, 0.627, 0.935, 14.483
JEdit, 472, 574, 885, 27409, 0.348, 0.451, 0.393, 0.898, 8.756
JFreeChart, 694, 352, 650, 27644, 0.516, 0.663, 0.581, 0.931, 13.484
JMeter, 721, 325, 329, 27965, 0.687, 0.689, 0.688, 0.948, 18.261
JRuby, 776, 270, 348, 27946, 0.690, 0.742, 0.715, 0.948, 18.365
SQuirrel, 723, 323, 347, 27947, 0.676, 0.691, 0.683, 0.947, 17.953
Dubbo, 445, 601, 237, 28057, 0.652, 0.425, 0.515, 0.945, 17.302
Gradle, 561, 485, 413, 27881, 0.576, 0.536, 0.555, 0.938, 15.156
Groovy, 580, 466, 200, 28094, 0.744, 0.554, 0.635, 0.952, 19.857
Maven, 638, 408, 664, 27630, 0.490, 0.610, 0.543, 0.927, 12.745
Poi, 753, 293, 274, 28020, 0.733, 0.720, 0.726, 0.951, 19.566
SpringFramework, 611, 435, 212, 28082, 0.742, 0.584, 0.654, 0.952, 19.824
Storm, 616, 430, 229, 28065, 0.729, 0.589, 0.652, 0.951, 19.448
Tomcat, 617, 429, 315, 27979, 0.662, 0.590, 0.624, 0.946, 17.569
Zookeeper, 476, 570, 186, 28108, 0.719, 0.455, 0.557, 0.950, 19.169
