Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 157, 129, 881, 11050, 0.151, 0.549, 0.237, 0.845, 5.461
ArgoUML, 204, 82, 1684, 10247, 0.108, 0.713, 0.188, 0.783, 3.616
Columba, 204, 82, 1431, 10500, 0.125, 0.713, 0.212, 0.812, 4.330
EMF, 166, 120, 950, 10981, 0.149, 0.580, 0.237, 0.843, 5.354
Hibernate, 196, 90, 980, 10951, 0.167, 0.685, 0.268, 0.860, 6.119
JEdit, 180, 106, 1054, 10877, 0.146, 0.629, 0.237, 0.840, 5.231
JFreeChart, 157, 129, 877, 11054, 0.152, 0.549, 0.238, 0.846, 5.486
JMeter, 183, 103, 557, 11374, 0.247, 0.640, 0.357, 0.905, 9.564
JRuby, 187, 99, 624, 11307, 0.231, 0.654, 0.341, 0.898, 8.850
SQuirrel, 167, 119, 788, 11143, 0.175, 0.584, 0.269, 0.866, 6.470
Dubbo, 105, 181, 651, 11280, 0.139, 0.367, 0.202, 0.831, 4.933
Gradle, 60, 226, 325, 11606, 0.156, 0.210, 0.179, 0.850, 5.657
Groovy, 124, 162, 444, 11487, 0.218, 0.434, 0.290, 0.893, 8.325
Hive, 209, 77, 607, 11324, 0.256, 0.731, 0.379, 0.909, 9.941
Maven, 114, 172, 919, 11012, 0.110, 0.399, 0.173, 0.788, 3.714
Poi, 199, 87, 818, 11113, 0.196, 0.696, 0.305, 0.880, 7.359
SpringFramework, 146, 140, 521, 11410, 0.219, 0.510, 0.306, 0.893, 8.350
Storm, 204, 82, 954, 10977, 0.176, 0.713, 0.283, 0.867, 6.525
Tomcat, 232, 54, 434, 11497, 0.348, 0.811, 0.487, 0.933, 13.880
Zookeeper, 181, 105, 653, 11278, 0.217, 0.633, 0.323, 0.892, 8.271
