Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 180, 140, 279, 2724, 0.392, 0.562, 0.462, 0.754, 3.072
ArgoUML, 224, 96, 603, 2400, 0.271, 0.700, 0.391, 0.644, 1.813
Columba, 200, 120, 527, 2476, 0.275, 0.625, 0.382, 0.650, 1.857
EMF, 234, 86, 399, 2604, 0.370, 0.731, 0.491, 0.740, 2.839
Hibernate, 216, 104, 465, 2538, 0.317, 0.675, 0.432, 0.696, 2.294
JEdit, 240, 80, 462, 2541, 0.342, 0.750, 0.470, 0.718, 2.550
JFreeChart, 210, 110, 397, 2606, 0.346, 0.656, 0.453, 0.722, 2.593
JMeter, 203, 117, 323, 2680, 0.386, 0.634, 0.480, 0.750, 3.008
JRuby, 213, 107, 380, 2623, 0.359, 0.666, 0.467, 0.732, 2.730
SQuirrel, 239, 81, 384, 2619, 0.384, 0.747, 0.507, 0.749, 2.984
Dubbo, 94, 226, 275, 2728, 0.255, 0.294, 0.273, 0.622, 1.645
Gradle, 193, 127, 31, 2972, 0.862, 0.603, 0.710, 0.888, 7.947
Groovy, 150, 170, 240, 2763, 0.385, 0.469, 0.423, 0.750, 2.994
Hive, 209, 111, 280, 2723, 0.427, 0.653, 0.517, 0.775, 3.438
Maven, 89, 231, 287, 2716, 0.237, 0.278, 0.256, 0.593, 1.458
Poi, 185, 135, 349, 2654, 0.346, 0.578, 0.433, 0.722, 2.598
SpringFramework, 184, 136, 212, 2791, 0.465, 0.575, 0.514, 0.793, 3.825
Storm, 203, 117, 367, 2636, 0.356, 0.634, 0.456, 0.730, 2.698
Tomcat, 194, 126, 299, 2704, 0.394, 0.606, 0.477, 0.755, 3.086
Zookeeper, 144, 176, 350, 2653, 0.291, 0.450, 0.354, 0.670, 2.027
