Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 110, 90, 162, 4110, 0.404, 0.550, 0.466, 0.889, 8.043
ArgoUML, 126, 74, 492, 3780, 0.204, 0.630, 0.308, 0.781, 3.559
Columba, 121, 79, 385, 3887, 0.239, 0.605, 0.343, 0.813, 4.347
EMF, 147, 53, 286, 3986, 0.339, 0.735, 0.464, 0.868, 6.591
Hibernate, 130, 70, 240, 4032, 0.351, 0.650, 0.456, 0.873, 6.856
JEdit, 135, 65, 301, 3971, 0.310, 0.675, 0.425, 0.856, 5.923
JFreeChart, 129, 71, 193, 4079, 0.401, 0.645, 0.494, 0.888, 7.958
JMeter, 114, 86, 156, 4116, 0.422, 0.570, 0.485, 0.894, 8.441
JRuby, 116, 84, 189, 4083, 0.380, 0.580, 0.459, 0.882, 7.504
SQuirrel, 168, 32, 142, 4130, 0.542, 0.840, 0.659, 0.917, 11.118
Dubbo, 75, 125, 159, 4113, 0.321, 0.375, 0.346, 0.860, 6.167
Gradle, 44, 156, 162, 4110, 0.214, 0.220, 0.217, 0.791, 3.776
Groovy, 82, 118, 166, 4106, 0.331, 0.410, 0.366, 0.865, 6.393
Hive, 114, 86, 158, 4114, 0.419, 0.570, 0.483, 0.893, 8.371
Maven, 65, 135, 311, 3961, 0.173, 0.325, 0.226, 0.741, 2.865
Poi, 106, 94, 200, 4072, 0.346, 0.530, 0.419, 0.871, 6.746
SpringFramework, 107, 93, 205, 4067, 0.343, 0.535, 0.418, 0.870, 6.668
Storm, 130, 70, 245, 4027, 0.347, 0.650, 0.452, 0.871, 6.751
Tomcat, 110, 90, 197, 4075, 0.358, 0.550, 0.434, 0.875, 7.012
Zookeeper, 95, 105, 207, 4065, 0.315, 0.475, 0.378, 0.858, 6.034
