Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 187, 94, 203, 3663, 0.479, 0.665, 0.557, 0.859, 6.076
ArgoUML, 190, 91, 453, 3413, 0.295, 0.676, 0.411, 0.771, 3.361
Columba, 201, 80, 480, 3386, 0.295, 0.715, 0.418, 0.770, 3.356
EMF, 222, 59, 315, 3551, 0.413, 0.790, 0.543, 0.836, 5.101
Hibernate, 216, 65, 254, 3612, 0.460, 0.769, 0.575, 0.853, 5.782
JEdit, 215, 66, 226, 3640, 0.488, 0.765, 0.596, 0.861, 6.195
JFreeChart, 195, 86, 228, 3638, 0.461, 0.694, 0.554, 0.853, 5.803
JMeter, 240, 41, 49, 3817, 0.830, 0.854, 0.842, 0.918, 11.256
JRuby, 197, 84, 217, 3649, 0.476, 0.701, 0.567, 0.858, 6.023
SQuirrel, 224, 57, 208, 3658, 0.519, 0.797, 0.628, 0.869, 6.652
Dubbo, 99, 182, 151, 3715, 0.396, 0.352, 0.373, 0.829, 4.844
Gradle, 74, 207, 134, 3732, 0.356, 0.263, 0.303, 0.810, 4.250
Groovy, 154, 127, 116, 3750, 0.570, 0.548, 0.559, 0.881, 7.418
Hive, 212, 69, 174, 3692, 0.549, 0.754, 0.636, 0.877, 7.105
Maven, 80, 201, 206, 3660, 0.280, 0.285, 0.282, 0.758, 3.128
Poi, 190, 91, 175, 3691, 0.521, 0.676, 0.588, 0.870, 6.682
SpringFramework, 190, 91, 134, 3732, 0.586, 0.676, 0.628, 0.884, 7.654
Storm, 211, 70, 290, 3576, 0.421, 0.751, 0.540, 0.839, 5.215
Tomcat, 202, 79, 129, 3737, 0.610, 0.719, 0.660, 0.889, 8.006
Zookeeper, 150, 131, 177, 3689, 0.459, 0.534, 0.493, 0.852, 5.770
