Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 176, 206, 154, 3115, 0.533, 0.461, 0.494, 0.804, 4.097
ArgoUML, 283, 99, 380, 2889, 0.427, 0.741, 0.542, 0.755, 3.080
Columba, 302, 80, 349, 2920, 0.464, 0.791, 0.585, 0.774, 3.434
EMF, 217, 165, 315, 2954, 0.408, 0.568, 0.475, 0.743, 2.898
Hibernate, 322, 60, 185, 3084, 0.635, 0.843, 0.724, 0.835, 5.070
JEdit, 228, 154, 228, 3041, 0.500, 0.597, 0.544, 0.791, 3.779
JFreeChart, 260, 122, 269, 3000, 0.491, 0.681, 0.571, 0.787, 3.697
JMeter, 316, 66, 196, 3073, 0.617, 0.827, 0.707, 0.830, 4.899
JRuby, 338, 44, 71, 3198, 0.826, 0.885, 0.855, 0.873, 6.898
SQuirrel, 222, 160, 215, 3054, 0.508, 0.581, 0.542, 0.794, 3.855
Dubbo, 229, 153, 196, 3073, 0.539, 0.599, 0.568, 0.806, 4.150
Gradle, 71, 311, 101, 3168, 0.413, 0.186, 0.256, 0.747, 2.945
Groovy, 261, 121, 114, 3155, 0.696, 0.683, 0.690, 0.850, 5.652
Hive, 324, 58, 154, 3115, 0.678, 0.848, 0.753, 0.846, 5.478
Maven, 210, 172, 205, 3064, 0.506, 0.550, 0.527, 0.793, 3.836
Poi, 300, 82, 196, 3073, 0.605, 0.785, 0.683, 0.827, 4.781
SpringFramework, 296, 86, 131, 3138, 0.693, 0.775, 0.732, 0.849, 5.625
Storm, 333, 49, 285, 2984, 0.539, 0.872, 0.666, 0.806, 4.150
Tomcat, 306, 76, 115, 3154, 0.727, 0.801, 0.762, 0.856, 5.947
Zookeeper, 287, 95, 234, 3035, 0.551, 0.751, 0.636, 0.810, 4.265
