Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 75, 60, 69, 1014, 0.521, 0.556, 0.538, 0.787, 3.699
ArgoUML, 90, 45, 178, 905, 0.336, 0.667, 0.447, 0.670, 2.030
Columba, 93, 42, 128, 955, 0.421, 0.689, 0.522, 0.737, 2.797
EMF, 100, 35, 120, 963, 0.455, 0.741, 0.563, 0.756, 3.101
Hibernate, 95, 40, 127, 956, 0.428, 0.704, 0.532, 0.741, 2.861
JEdit, 96, 39, 111, 972, 0.464, 0.711, 0.561, 0.761, 3.184
JFreeChart, 86, 49, 92, 991, 0.483, 0.637, 0.550, 0.771, 3.359
JMeter, 84, 51, 80, 1003, 0.512, 0.622, 0.562, 0.784, 3.621
JRuby, 94, 41, 118, 965, 0.443, 0.696, 0.542, 0.750, 3.000
SQuirrel, 99, 36, 90, 993, 0.524, 0.733, 0.611, 0.788, 3.726
Dubbo, 46, 89, 89, 994, 0.341, 0.341, 0.341, 0.675, 2.074
Gradle, 35, 100, 56, 1027, 0.385, 0.259, 0.310, 0.712, 2.470
Groovy, 64, 71, 54, 1029, 0.542, 0.474, 0.506, 0.796, 3.893
Hive, 86, 49, 76, 1007, 0.531, 0.637, 0.579, 0.791, 3.790
Maven, 85, 50, 9, 1074, 0.904, 0.630, 0.742, 0.877, 7.158
Poi, 82, 53, 97, 986, 0.458, 0.607, 0.522, 0.758, 3.133
SpringFramework, 72, 63, 79, 1004, 0.477, 0.533, 0.503, 0.768, 3.302
Storm, 95, 40, 110, 973, 0.463, 0.704, 0.559, 0.761, 3.181
Tomcat, 88, 47, 110, 973, 0.444, 0.652, 0.529, 0.751, 3.010
Zookeeper, 70, 65, 85, 998, 0.452, 0.519, 0.483, 0.755, 3.075
