Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 214, 404, 109, 14306, 0.663, 0.346, 0.455, 0.938, 15.116
ArgoUML, 342, 276, 136, 14279, 0.715, 0.553, 0.624, 0.943, 16.404
Columba, 457, 161, 95, 14320, 0.828, 0.739, 0.781, 0.950, 19.139
EMF, 387, 231, 159, 14256, 0.709, 0.626, 0.665, 0.942, 16.242
Hibernate, 429, 189, 230, 14185, 0.651, 0.694, 0.672, 0.937, 14.835
JEdit, 215, 403, 357, 14058, 0.376, 0.348, 0.361, 0.891, 8.143
JFreeChart, 450, 168, 222, 14193, 0.670, 0.728, 0.698, 0.939, 15.289
JMeter, 395, 223, 95, 14320, 0.806, 0.639, 0.713, 0.949, 18.609
JRuby, 499, 119, 151, 14264, 0.768, 0.807, 0.787, 0.946, 17.674
SQuirrel, 431, 187, 165, 14250, 0.723, 0.697, 0.710, 0.943, 16.591
Dubbo, 257, 361, 86, 14329, 0.749, 0.416, 0.535, 0.945, 17.226
Gradle, 270, 348, 119, 14296, 0.694, 0.437, 0.536, 0.941, 15.884
Groovy, 321, 297, 76, 14339, 0.809, 0.519, 0.633, 0.949, 18.669
Hive, 481, 137, 142, 14273, 0.772, 0.778, 0.775, 0.947, 17.781
Maven, 324, 294, 220, 14195, 0.596, 0.524, 0.558, 0.931, 13.488
SpringFramework, 438, 180, 102, 14313, 0.811, 0.709, 0.756, 0.949, 18.730
Storm, 364, 254, 130, 14285, 0.737, 0.589, 0.655, 0.944, 16.924
Tomcat, 470, 148, 156, 14259, 0.751, 0.761, 0.756, 0.945, 17.263
Zookeeper, 315, 303, 123, 14292, 0.719, 0.510, 0.597, 0.943, 16.494
