Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 24, 39, 25, 2603, 0.490, 0.381, 0.429, 0.952, 19.921
ArgoUML, 19, 44, 40, 2588, 0.322, 0.302, 0.311, 0.927, 12.755
Columba, 27, 36, 26, 2602, 0.509, 0.429, 0.466, 0.954, 20.760
EMF, 23, 40, 24, 2604, 0.489, 0.365, 0.418, 0.952, 19.903
Hibernate, 27, 36, 50, 2578, 0.351, 0.429, 0.386, 0.933, 13.978
JEdit, 22, 41, 91, 2537, 0.195, 0.349, 0.250, 0.880, 7.316
JFreeChart, 29, 34, 35, 2593, 0.453, 0.460, 0.457, 0.948, 18.355
JMeter, 21, 42, 22, 2606, 0.488, 0.333, 0.396, 0.952, 19.860
JRuby, 34, 29, 28, 2600, 0.548, 0.540, 0.544, 0.957, 22.424
SQuirrel, 24, 39, 24, 2604, 0.500, 0.381, 0.432, 0.953, 20.357
Dubbo, 21, 42, 27, 2601, 0.438, 0.333, 0.378, 0.946, 17.688
Gradle, 23, 40, 18, 2610, 0.561, 0.365, 0.442, 0.958, 22.962
Groovy, 24, 39, 27, 2601, 0.471, 0.381, 0.421, 0.950, 19.101
Hive, 32, 31, 21, 2607, 0.604, 0.508, 0.552, 0.961, 24.790
Maven, 24, 39, 46, 2582, 0.343, 0.381, 0.361, 0.932, 13.645
Poi, 31, 32, 18, 2610, 0.633, 0.492, 0.554, 0.963, 26.023
SpringFramework, 25, 38, 21, 2607, 0.543, 0.397, 0.459, 0.957, 22.214
Storm, 28, 35, 20, 2608, 0.583, 0.444, 0.505, 0.960, 23.917
Tomcat, 33, 30, 8, 2620, 0.805, 0.524, 0.635, 0.971, 33.380
