Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 42, 86, 13, 3949, 0.764, 0.328, 0.459, 0.959, 23.401
ArgoUML, 78, 50, 17, 3945, 0.821, 0.609, 0.700, 0.962, 25.235
EMF, 86, 42, 15, 3947, 0.851, 0.672, 0.751, 0.963, 26.208
Hibernate, 98, 30, 46, 3916, 0.681, 0.766, 0.721, 0.954, 20.746
JEdit, 44, 84, 39, 3923, 0.530, 0.344, 0.417, 0.941, 15.939
JFreeChart, 96, 32, 23, 3939, 0.807, 0.750, 0.777, 0.961, 24.777
JMeter, 83, 45, 14, 3948, 0.856, 0.648, 0.738, 0.963, 26.341
JRuby, 107, 21, 10, 3952, 0.915, 0.836, 0.873, 0.966, 28.222
SQuirrel, 85, 43, 12, 3950, 0.876, 0.664, 0.756, 0.964, 27.000
Dubbo, 50, 78, 5, 3957, 0.909, 0.391, 0.546, 0.966, 28.048
Gradle, 57, 71, 5, 3957, 0.919, 0.445, 0.600, 0.966, 28.376
Groovy, 80, 48, 16, 3946, 0.833, 0.625, 0.714, 0.962, 25.628
Hive, 98, 30, 18, 3944, 0.845, 0.766, 0.803, 0.963, 25.995
Maven, 79, 49, 22, 3940, 0.782, 0.617, 0.690, 0.960, 23.993
Poi, 101, 27, 15, 3947, 0.871, 0.789, 0.828, 0.964, 26.821
SpringFramework, 94, 34, 9, 3953, 0.913, 0.734, 0.814, 0.966, 28.161
Storm, 79, 49, 14, 3948, 0.849, 0.617, 0.715, 0.963, 26.143
Tomcat, 79, 49, 14, 3948, 0.849, 0.617, 0.715, 0.963, 26.143
Zookeeper, 66, 62, 5, 3957, 0.930, 0.516, 0.663, 0.966, 28.703
