Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 23, 75, 43, 7571, 0.348, 0.235, 0.280, 0.964, 26.424
ArgoUML, 50, 48, 104, 7510, 0.325, 0.510, 0.397, 0.961, 24.550
Columba, 60, 38, 19, 7595, 0.759, 0.612, 0.678, 0.983, 58.768
EMF, 56, 42, 65, 7549, 0.463, 0.571, 0.511, 0.973, 35.420
Hibernate, 64, 34, 84, 7530, 0.432, 0.653, 0.520, 0.971, 33.030
JEdit, 27, 71, 143, 7471, 0.159, 0.276, 0.201, 0.920, 11.498
JFreeChart, 66, 32, 121, 7493, 0.353, 0.673, 0.463, 0.964, 26.774
JMeter, 60, 38, 35, 7579, 0.632, 0.612, 0.622, 0.980, 48.701
JRuby, 66, 32, 43, 7571, 0.606, 0.673, 0.638, 0.979, 46.650
SQuirrel, 66, 32, 68, 7546, 0.493, 0.673, 0.569, 0.974, 37.760
Dubbo, 32, 66, 36, 7578, 0.471, 0.327, 0.386, 0.973, 36.032
Gradle, 40, 58, 54, 7560, 0.426, 0.408, 0.417, 0.970, 32.487
Groovy, 54, 44, 23, 7591, 0.701, 0.551, 0.617, 0.982, 54.188
Hive, 65, 33, 43, 7571, 0.602, 0.663, 0.631, 0.979, 46.362
Maven, 43, 55, 142, 7472, 0.232, 0.439, 0.304, 0.945, 17.291
Poi, 59, 39, 40, 7574, 0.596, 0.602, 0.599, 0.979, 45.898
Storm, 49, 49, 42, 7572, 0.538, 0.500, 0.519, 0.976, 41.374
Tomcat, 56, 42, 48, 7566, 0.538, 0.571, 0.554, 0.976, 41.374
Zookeeper, 50, 48, 67, 7547, 0.427, 0.510, 0.465, 0.970, 32.630
