Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 154, 46, 545, 3727, 0.220, 0.770, 0.343, 0.797, 3.926
ArgoUML, 136, 64, 723, 3549, 0.158, 0.680, 0.257, 0.718, 2.540
Columba, 157, 43, 779, 3493, 0.168, 0.785, 0.276, 0.733, 2.751
EMF, 154, 46, 604, 3668, 0.203, 0.770, 0.322, 0.780, 3.543
Hibernate, 145, 55, 393, 3879, 0.270, 0.725, 0.393, 0.834, 5.026
JEdit, 170, 30, 941, 3331, 0.153, 0.850, 0.259, 0.708, 2.421
JFreeChart, 163, 37, 704, 3568, 0.188, 0.815, 0.306, 0.762, 3.204
JMeter, 155, 45, 544, 3728, 0.222, 0.775, 0.345, 0.798, 3.958
JRuby, 147, 53, 427, 3845, 0.256, 0.735, 0.380, 0.825, 4.726
SQuirrel, 178, 22, 527, 3745, 0.252, 0.890, 0.393, 0.823, 4.646
Dubbo, 131, 69, 510, 3762, 0.204, 0.655, 0.312, 0.781, 3.570
Gradle, 119, 81, 424, 3848, 0.219, 0.595, 0.320, 0.796, 3.900
Groovy, 154, 46, 572, 3700, 0.212, 0.770, 0.333, 0.789, 3.743
Hive, 144, 56, 523, 3749, 0.216, 0.720, 0.332, 0.793, 3.827
Maven, 126, 74, 511, 3761, 0.198, 0.630, 0.301, 0.774, 3.423
Poi, 127, 73, 585, 3687, 0.178, 0.635, 0.279, 0.749, 2.988
SpringFramework, 158, 42, 718, 3554, 0.180, 0.790, 0.294, 0.752, 3.033
Storm, 161, 39, 620, 3652, 0.206, 0.805, 0.328, 0.783, 3.609
Tomcat, 151, 49, 722, 3550, 0.173, 0.755, 0.281, 0.741, 2.868
Zookeeper, 158, 42, 632, 3640, 0.200, 0.790, 0.319, 0.776, 3.472
