Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 112, 23, 159, 924, 0.413, 0.830, 0.552, 0.732, 2.729
ArgoUML, 102, 33, 224, 859, 0.313, 0.756, 0.443, 0.646, 1.823
Columba, 115, 20, 209, 874, 0.355, 0.852, 0.501, 0.688, 2.202
EMF, 121, 14, 165, 918, 0.423, 0.896, 0.575, 0.738, 2.817
Hibernate, 93, 42, 164, 919, 0.362, 0.689, 0.474, 0.694, 2.265
JEdit, 120, 15, 295, 788, 0.289, 0.889, 0.436, 0.617, 1.609
JFreeChart, 109, 26, 203, 880, 0.349, 0.807, 0.488, 0.683, 2.152
JMeter, 114, 21, 184, 899, 0.383, 0.844, 0.527, 0.710, 2.451
JRuby, 110, 25, 189, 894, 0.368, 0.815, 0.507, 0.699, 2.319
SQuirrel, 103, 32, 164, 919, 0.386, 0.763, 0.512, 0.713, 2.480
Dubbo, 77, 58, 147, 936, 0.344, 0.570, 0.429, 0.678, 2.101
Gradle, 95, 40, 164, 919, 0.367, 0.704, 0.482, 0.698, 2.309
Groovy, 107, 28, 215, 868, 0.332, 0.793, 0.468, 0.666, 1.998
Hive, 99, 36, 175, 908, 0.361, 0.733, 0.484, 0.693, 2.260
Maven, 105, 30, 122, 961, 0.463, 0.778, 0.580, 0.760, 3.173
Poi, 112, 23, 180, 903, 0.384, 0.830, 0.525, 0.711, 2.461
SpringFramework, 106, 29, 222, 861, 0.323, 0.785, 0.458, 0.657, 1.916
Storm, 111, 24, 210, 873, 0.346, 0.822, 0.487, 0.679, 2.120
Tomcat, 103, 32, 177, 906, 0.368, 0.763, 0.496, 0.699, 2.319
Zookeeper, 120, 15, 182, 901, 0.397, 0.889, 0.549, 0.721, 2.585
