Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 67, 33, 271, 2122, 0.198, 0.670, 0.306, 0.798, 3.942
ArgoUML, 63, 37, 366, 2027, 0.147, 0.630, 0.238, 0.727, 2.661
Columba, 83, 17, 377, 2016, 0.180, 0.830, 0.296, 0.778, 3.498
EMF, 68, 32, 264, 2129, 0.205, 0.680, 0.315, 0.804, 4.106
Hibernate, 79, 21, 209, 2184, 0.274, 0.790, 0.407, 0.854, 5.838
JEdit, 66, 34, 456, 1937, 0.126, 0.660, 0.212, 0.683, 2.152
JFreeChart, 88, 12, 317, 2076, 0.217, 0.880, 0.349, 0.815, 4.417
JMeter, 82, 18, 257, 2136, 0.242, 0.820, 0.374, 0.834, 5.030
JRuby, 79, 21, 341, 2052, 0.188, 0.790, 0.304, 0.787, 3.689
SQuirrel, 55, 45, 318, 2075, 0.147, 0.550, 0.233, 0.728, 2.676
Dubbo, 71, 29, 253, 2140, 0.219, 0.710, 0.335, 0.817, 4.463
Gradle, 49, 51, 241, 2152, 0.169, 0.490, 0.251, 0.763, 3.212
Groovy, 80, 20, 285, 2108, 0.219, 0.800, 0.344, 0.817, 4.464
Hive, 84, 16, 225, 2168, 0.272, 0.840, 0.411, 0.852, 5.777
Maven, 77, 23, 231, 2162, 0.250, 0.770, 0.377, 0.840, 5.232
Poi, 73, 27, 285, 2108, 0.204, 0.730, 0.319, 0.803, 4.083
SpringFramework, 82, 18, 405, 1988, 0.168, 0.820, 0.279, 0.762, 3.198
Storm, 78, 22, 245, 2148, 0.241, 0.780, 0.369, 0.834, 5.020
Tomcat, 82, 18, 263, 2130, 0.238, 0.820, 0.369, 0.831, 4.925
Zookeeper, 81, 19, 367, 2026, 0.181, 0.810, 0.296, 0.778, 3.507
