Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 117, 77, 349, 4100, 0.251, 0.603, 0.355, 0.834, 5.009
ArgoUML, 130, 64, 473, 3976, 0.216, 0.670, 0.326, 0.806, 4.160
Columba, 116, 78, 459, 3990, 0.202, 0.598, 0.302, 0.793, 3.828
EMF, 119, 75, 336, 4113, 0.262, 0.613, 0.367, 0.840, 5.259
Hibernate, 102, 92, 288, 4161, 0.262, 0.526, 0.349, 0.840, 5.259
JEdit, 166, 28, 529, 3920, 0.239, 0.856, 0.373, 0.825, 4.716
JFreeChart, 107, 87, 481, 3968, 0.182, 0.552, 0.274, 0.770, 3.355
JMeter, 123, 71, 356, 4093, 0.257, 0.634, 0.366, 0.837, 5.146
JRuby, 126, 68, 320, 4129, 0.283, 0.649, 0.394, 0.852, 5.761
SQuirrel, 109, 85, 359, 4090, 0.233, 0.562, 0.329, 0.821, 4.574
Dubbo, 72, 122, 290, 4159, 0.199, 0.371, 0.259, 0.790, 3.760
Gradle, 95, 99, 306, 4143, 0.237, 0.490, 0.319, 0.824, 4.670
Groovy, 98, 96, 329, 4120, 0.230, 0.505, 0.316, 0.818, 4.493
Hive, 123, 71, 328, 4121, 0.273, 0.634, 0.381, 0.847, 5.527
Maven, 65, 129, 339, 4110, 0.161, 0.335, 0.217, 0.740, 2.851
Poi, 114, 80, 632, 3817, 0.153, 0.588, 0.243, 0.727, 2.657
SpringFramework, 106, 88, 449, 4000, 0.191, 0.546, 0.283, 0.781, 3.571
Storm, 92, 102, 316, 4133, 0.225, 0.474, 0.306, 0.815, 4.397
Tomcat, 112, 82, 432, 4017, 0.206, 0.577, 0.304, 0.797, 3.927
Zookeeper, 110, 84, 619, 3830, 0.151, 0.567, 0.238, 0.723, 2.611
