Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 59, 25, 211, 1353, 0.219, 0.702, 0.333, 0.767, 3.287
ArgoUML, 49, 35, 296, 1268, 0.142, 0.583, 0.228, 0.641, 1.786
Columba, 73, 11, 306, 1258, 0.193, 0.869, 0.315, 0.735, 2.779
EMF, 56, 28, 170, 1394, 0.248, 0.667, 0.361, 0.794, 3.861
Hibernate, 62, 22, 163, 1401, 0.276, 0.738, 0.401, 0.815, 4.406
JEdit, 57, 27, 279, 1285, 0.170, 0.679, 0.271, 0.700, 2.328
JFreeChart, 64, 20, 204, 1360, 0.239, 0.762, 0.364, 0.787, 3.685
JMeter, 72, 12, 151, 1413, 0.323, 0.857, 0.469, 0.842, 5.334
JRuby, 73, 11, 205, 1359, 0.263, 0.869, 0.403, 0.806, 4.152
SQuirrel, 52, 32, 213, 1351, 0.196, 0.619, 0.298, 0.740, 2.850
Dubbo, 63, 21, 166, 1398, 0.275, 0.750, 0.403, 0.815, 4.397
Gradle, 34, 50, 132, 1432, 0.205, 0.405, 0.272, 0.751, 3.018
Groovy, 67, 17, 210, 1354, 0.242, 0.798, 0.371, 0.789, 3.745
Hive, 69, 15, 225, 1339, 0.235, 0.821, 0.365, 0.783, 3.604
Maven, 54, 30, 158, 1406, 0.255, 0.643, 0.365, 0.800, 3.997
Poi, 66, 18, 235, 1329, 0.219, 0.786, 0.343, 0.768, 3.302
SpringFramework, 63, 21, 255, 1309, 0.198, 0.750, 0.313, 0.743, 2.887
Storm, 63, 21, 173, 1391, 0.267, 0.750, 0.394, 0.809, 4.237
Tomcat, 67, 17, 248, 1316, 0.213, 0.798, 0.336, 0.760, 3.173
Zookeeper, 73, 11, 255, 1309, 0.223, 0.869, 0.354, 0.771, 3.366
