Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 106, 21, 395, 3567, 0.212, 0.835, 0.338, 0.853, 5.812
ArgoUML, 106, 21, 480, 3482, 0.181, 0.835, 0.297, 0.828, 4.824
Columba, 122, 5, 378, 3584, 0.244, 0.961, 0.389, 0.873, 6.856
EMF, 104, 23, 394, 3568, 0.209, 0.819, 0.333, 0.851, 5.724
Hibernate, 106, 21, 241, 3721, 0.305, 0.835, 0.447, 0.898, 8.835
JEdit, 112, 15, 569, 3393, 0.164, 0.882, 0.277, 0.811, 4.295
JFreeChart, 104, 23, 398, 3564, 0.207, 0.819, 0.331, 0.850, 5.670
JMeter, 109, 18, 386, 3576, 0.220, 0.858, 0.350, 0.859, 6.090
JRuby, 110, 17, 360, 3602, 0.234, 0.866, 0.369, 0.867, 6.535
SQuirrel, 101, 26, 296, 3666, 0.254, 0.795, 0.385, 0.878, 7.191
Dubbo, 93, 34, 336, 3626, 0.217, 0.732, 0.335, 0.857, 5.980
Gradle, 80, 47, 348, 3614, 0.187, 0.630, 0.288, 0.834, 5.018
Groovy, 103, 24, 589, 3373, 0.149, 0.811, 0.252, 0.791, 3.792
Hive, 109, 18, 300, 3662, 0.267, 0.858, 0.407, 0.883, 7.581
Maven, 107, 20, 329, 3633, 0.245, 0.843, 0.380, 0.873, 6.902
Poi, 109, 18, 415, 3547, 0.208, 0.858, 0.335, 0.851, 5.697
SpringFramework, 102, 25, 499, 3463, 0.170, 0.803, 0.280, 0.817, 4.464
Storm, 112, 15, 430, 3532, 0.207, 0.882, 0.335, 0.850, 5.653
Tomcat, 119, 8, 386, 3576, 0.236, 0.937, 0.377, 0.868, 6.587
Zookeeper, 108, 19, 384, 3578, 0.220, 0.850, 0.349, 0.859, 6.068
