Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 315, 61, 369, 1746, 0.461, 0.838, 0.594, 0.672, 2.051
ArgoUML, 267, 109, 561, 1554, 0.322, 0.710, 0.444, 0.532, 1.136
Columba, 314, 62, 519, 1596, 0.377, 0.835, 0.519, 0.600, 1.497
EMF, 301, 75, 320, 1795, 0.485, 0.801, 0.604, 0.689, 2.211
Hibernate, 323, 53, 156, 1959, 0.674, 0.859, 0.756, 0.776, 3.467
JEdit, 321, 55, 591, 1524, 0.352, 0.854, 0.498, 0.571, 1.332
JFreeChart, 302, 74, 491, 1624, 0.381, 0.803, 0.517, 0.604, 1.523
JMeter, 302, 74, 414, 1701, 0.422, 0.803, 0.553, 0.642, 1.794
JRuby, 304, 72, 355, 1760, 0.461, 0.809, 0.587, 0.673, 2.056
SQuirrel, 292, 84, 497, 1618, 0.370, 0.777, 0.501, 0.592, 1.452
Dubbo, 230, 146, 360, 1755, 0.390, 0.612, 0.476, 0.613, 1.583
Gradle, 281, 95, 248, 1867, 0.531, 0.747, 0.621, 0.716, 2.519
Groovy, 270, 106, 323, 1792, 0.455, 0.718, 0.557, 0.668, 2.016
Hive, 299, 77, 415, 1700, 0.419, 0.795, 0.549, 0.640, 1.774
Maven, 240, 136, 403, 1712, 0.373, 0.638, 0.471, 0.596, 1.473
Poi, 292, 84, 497, 1618, 0.370, 0.777, 0.501, 0.592, 1.452
SpringFramework, 308, 68, 529, 1586, 0.368, 0.819, 0.508, 0.590, 1.438
Storm, 309, 67, 357, 1758, 0.464, 0.822, 0.593, 0.675, 2.074
Tomcat, 287, 89, 381, 1734, 0.430, 0.763, 0.550, 0.649, 1.846
Zookeeper, 296, 80, 406, 1709, 0.422, 0.787, 0.549, 0.642, 1.793
