Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 868, 177, 3843, 24451, 0.184, 0.831, 0.302, 0.807, 4.173
ArgoUML, 730, 315, 4645, 23649, 0.136, 0.699, 0.227, 0.738, 2.813
Columba, 760, 285, 5185, 23109, 0.128, 0.727, 0.217, 0.721, 2.589
EMF, 750, 295, 2766, 25528, 0.213, 0.718, 0.329, 0.833, 4.989
Hibernate, 797, 248, 2798, 25496, 0.222, 0.763, 0.344, 0.839, 5.224
JEdit, 879, 166, 5986, 22308, 0.128, 0.841, 0.222, 0.722, 2.595
JFreeChart, 773, 272, 3312, 24982, 0.189, 0.740, 0.301, 0.812, 4.313
JMeter, 800, 245, 3765, 24529, 0.175, 0.766, 0.285, 0.797, 3.920
JRuby, 798, 247, 3397, 24897, 0.190, 0.764, 0.305, 0.813, 4.341
SQuirrel, 742, 303, 3804, 24490, 0.163, 0.710, 0.265, 0.782, 3.583
Dubbo, 732, 313, 4764, 23530, 0.133, 0.700, 0.224, 0.733, 2.739
Gradle, 659, 386, 1860, 26434, 0.262, 0.631, 0.370, 0.864, 6.345
Groovy, 734, 311, 2953, 25341, 0.199, 0.702, 0.310, 0.821, 4.589
Hive, 909, 136, 2338, 25956, 0.280, 0.870, 0.424, 0.873, 6.860
Maven, 659, 386, 4179, 24115, 0.136, 0.631, 0.224, 0.739, 2.824
Poi, 814, 231, 4370, 23924, 0.157, 0.779, 0.261, 0.773, 3.408
SpringFramework, 721, 324, 2917, 25377, 0.198, 0.690, 0.308, 0.820, 4.564
Storm, 770, 275, 3710, 24584, 0.172, 0.737, 0.279, 0.793, 3.825
Tomcat, 744, 301, 3237, 25057, 0.187, 0.712, 0.296, 0.809, 4.247
Zookeeper, 783, 262, 2538, 25756, 0.236, 0.749, 0.359, 0.849, 5.619
