Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 41, 32, 377, 2134, 0.098, 0.562, 0.167, 0.712, 2.472
ArgoUML, 46, 27, 391, 2120, 0.105, 0.630, 0.180, 0.732, 2.726
Columba, 44, 29, 360, 2151, 0.109, 0.603, 0.184, 0.741, 2.855
EMF, 62, 11, 146, 2365, 0.298, 0.849, 0.441, 0.905, 9.551
Hibernate, 38, 35, 323, 2188, 0.105, 0.521, 0.175, 0.732, 2.726
JEdit, 52, 21, 425, 2086, 0.109, 0.712, 0.189, 0.741, 2.859
JFreeChart, 42, 31, 313, 2198, 0.118, 0.575, 0.196, 0.761, 3.188
JMeter, 38, 35, 262, 2249, 0.127, 0.521, 0.204, 0.777, 3.484
JRuby, 41, 32, 226, 2285, 0.154, 0.562, 0.241, 0.816, 4.436
SQuirrel, 44, 29, 382, 2129, 0.103, 0.603, 0.176, 0.726, 2.656
Dubbo, 33, 40, 351, 2160, 0.086, 0.452, 0.144, 0.671, 2.042
Gradle, 36, 37, 144, 2367, 0.200, 0.493, 0.285, 0.859, 6.079
Groovy, 34, 39, 263, 2248, 0.114, 0.466, 0.184, 0.753, 3.052
Hive, 46, 27, 301, 2210, 0.133, 0.630, 0.219, 0.787, 3.692
Maven, 31, 42, 357, 2154, 0.080, 0.425, 0.134, 0.646, 1.828
Poi, 42, 31, 369, 2142, 0.102, 0.575, 0.174, 0.724, 2.617
SpringFramework, 35, 38, 143, 2368, 0.197, 0.479, 0.279, 0.856, 5.960
Storm, 44, 29, 263, 2248, 0.143, 0.603, 0.232, 0.803, 4.073
Tomcat, 37, 36, 337, 2174, 0.099, 0.507, 0.166, 0.714, 2.502
Zookeeper, 33, 40, 240, 2271, 0.121, 0.452, 0.191, 0.766, 3.279
