Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 82, 19, 267, 2683, 0.235, 0.812, 0.364, 0.859, 6.098
ArgoUML, 48, 53, 401, 2549, 0.107, 0.475, 0.175, 0.690, 2.229
Columba, 75, 26, 483, 2467, 0.134, 0.743, 0.228, 0.754, 3.060
EMF, 45, 56, 269, 2681, 0.143, 0.446, 0.217, 0.769, 3.329
Hibernate, 47, 54, 210, 2740, 0.183, 0.465, 0.263, 0.819, 4.524
JEdit, 74, 27, 582, 2368, 0.113, 0.733, 0.196, 0.707, 2.408
JFreeChart, 45, 56, 432, 2518, 0.094, 0.446, 0.156, 0.649, 1.850
JMeter, 51, 50, 263, 2687, 0.162, 0.505, 0.246, 0.796, 3.906
JRuby, 64, 37, 294, 2656, 0.179, 0.634, 0.279, 0.815, 4.400
SQuirrel, 58, 43, 408, 2542, 0.124, 0.574, 0.205, 0.734, 2.760
Dubbo, 33, 68, 423, 2527, 0.072, 0.327, 0.118, 0.543, 1.186
Gradle, 34, 67, 178, 2772, 0.160, 0.337, 0.217, 0.794, 3.845
Groovy, 55, 46, 297, 2653, 0.156, 0.545, 0.243, 0.788, 3.720
Hive, 60, 41, 384, 2566, 0.135, 0.594, 0.220, 0.755, 3.082
Maven, 45, 56, 424, 2526, 0.096, 0.446, 0.158, 0.655, 1.898
Poi, 59, 42, 392, 2558, 0.131, 0.584, 0.214, 0.747, 2.952
SpringFramework, 34, 67, 262, 2688, 0.115, 0.337, 0.171, 0.712, 2.470
Storm, 49, 52, 345, 2605, 0.124, 0.485, 0.198, 0.734, 2.757
Tomcat, 58, 43, 340, 2610, 0.146, 0.574, 0.232, 0.773, 3.402
Zookeeper, 60, 41, 345, 2605, 0.148, 0.594, 0.237, 0.777, 3.475
