Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 58, 26, 165, 1399, 0.260, 0.690, 0.378, 0.804, 4.103
ArgoUML, 57, 27, 187, 1377, 0.234, 0.679, 0.348, 0.782, 3.583
Columba, 65, 19, 215, 1349, 0.232, 0.774, 0.357, 0.780, 3.554
EMF, 47, 37, 120, 1444, 0.281, 0.560, 0.375, 0.819, 4.522
Hibernate, 65, 19, 135, 1429, 0.325, 0.774, 0.458, 0.843, 5.376
JEdit, 50, 34, 243, 1321, 0.171, 0.595, 0.265, 0.701, 2.348
JFreeChart, 60, 24, 131, 1433, 0.314, 0.714, 0.436, 0.838, 5.163
JMeter, 64, 20, 90, 1474, 0.416, 0.762, 0.538, 0.877, 7.153
JRuby, 67, 17, 142, 1422, 0.321, 0.798, 0.457, 0.841, 5.289
SQuirrel, 48, 36, 155, 1409, 0.236, 0.571, 0.334, 0.784, 3.639
Dubbo, 75, 9, 120, 1444, 0.385, 0.893, 0.538, 0.867, 6.546
Gradle, 31, 53, 69, 1495, 0.310, 0.369, 0.337, 0.836, 5.082
Groovy, 62, 22, 129, 1435, 0.325, 0.738, 0.451, 0.843, 5.368
Hive, 71, 13, 192, 1372, 0.270, 0.845, 0.409, 0.811, 4.296
Maven, 54, 30, 129, 1435, 0.295, 0.643, 0.404, 0.827, 4.789
Poi, 70, 14, 229, 1335, 0.234, 0.833, 0.366, 0.782, 3.593
SpringFramework, 55, 29, 126, 1438, 0.304, 0.655, 0.415, 0.832, 4.962
Storm, 56, 28, 93, 1471, 0.376, 0.667, 0.481, 0.864, 6.374
Tomcat, 60, 24, 130, 1434, 0.316, 0.714, 0.438, 0.839, 5.195
Zookeeper, 67, 17, 123, 1441, 0.353, 0.798, 0.489, 0.855, 5.918
