Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 56, 44, 167, 2226, 0.251, 0.560, 0.347, 0.840, 5.260
ArgoUML, 75, 25, 296, 2097, 0.202, 0.750, 0.318, 0.802, 4.040
Columba, 76, 24, 246, 2147, 0.236, 0.760, 0.360, 0.830, 4.884
EMF, 61, 39, 98, 2295, 0.384, 0.610, 0.471, 0.895, 8.564
Hibernate, 76, 24, 180, 2213, 0.297, 0.760, 0.427, 0.865, 6.401
JEdit, 72, 28, 286, 2107, 0.201, 0.720, 0.314, 0.801, 4.014
JFreeChart, 89, 11, 137, 2256, 0.394, 0.890, 0.546, 0.898, 8.818
JMeter, 73, 27, 175, 2218, 0.294, 0.730, 0.420, 0.864, 6.338
JRuby, 78, 22, 167, 2226, 0.318, 0.780, 0.452, 0.874, 6.937
SQuirrel, 67, 33, 241, 2152, 0.218, 0.670, 0.328, 0.816, 4.423
Dubbo, 75, 25, 246, 2147, 0.234, 0.750, 0.356, 0.828, 4.825
Gradle, 46, 54, 97, 2296, 0.322, 0.460, 0.379, 0.875, 7.019
Groovy, 74, 26, 179, 2214, 0.292, 0.740, 0.419, 0.863, 6.292
Hive, 83, 17, 175, 2218, 0.322, 0.830, 0.464, 0.875, 7.020
Maven, 74, 26, 241, 2152, 0.235, 0.740, 0.357, 0.829, 4.857
Poi, 78, 22, 244, 2149, 0.242, 0.780, 0.370, 0.834, 5.039
SpringFramework, 75, 25, 120, 2273, 0.385, 0.750, 0.508, 0.896, 8.588
Storm, 73, 27, 184, 2209, 0.284, 0.730, 0.409, 0.859, 6.081
Tomcat, 77, 23, 286, 2107, 0.212, 0.770, 0.333, 0.811, 4.288
Zookeeper, 75, 25, 169, 2224, 0.307, 0.750, 0.436, 0.870, 6.663
