Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 109, 85, 229, 4220, 0.322, 0.562, 0.410, 0.870, 6.718
ArgoUML, 112, 82, 311, 4138, 0.265, 0.577, 0.363, 0.842, 5.337
Columba, 125, 69, 570, 3879, 0.180, 0.644, 0.281, 0.768, 3.304
EMF, 88, 106, 240, 4209, 0.268, 0.454, 0.337, 0.844, 5.421
Hibernate, 94, 100, 182, 4267, 0.341, 0.485, 0.400, 0.877, 7.151
JEdit, 161, 33, 345, 4104, 0.318, 0.830, 0.460, 0.869, 6.615
JFreeChart, 91, 103, 287, 4162, 0.241, 0.469, 0.318, 0.826, 4.762
JMeter, 98, 96, 212, 4237, 0.316, 0.505, 0.389, 0.868, 6.566
JRuby, 113, 81, 205, 4244, 0.355, 0.582, 0.441, 0.882, 7.504
SQuirrel, 111, 83, 317, 4132, 0.259, 0.572, 0.357, 0.839, 5.207
Dubbo, 71, 123, 340, 4109, 0.173, 0.366, 0.235, 0.758, 3.134
Gradle, 56, 138, 161, 4288, 0.258, 0.289, 0.273, 0.838, 5.176
Groovy, 73, 121, 217, 4232, 0.252, 0.376, 0.302, 0.834, 5.025
Hive, 129, 65, 250, 4199, 0.340, 0.665, 0.450, 0.877, 7.146
Maven, 68, 126, 314, 4135, 0.178, 0.351, 0.236, 0.765, 3.260
Poi, 111, 83, 1963, 2486, 0.054, 0.572, 0.098, 0.219, 0.281
SpringFramework, 72, 122, 186, 4263, 0.279, 0.371, 0.319, 0.850, 5.679
Storm, 87, 107, 434, 4015, 0.167, 0.448, 0.243, 0.750, 2.996
Tomcat, 98, 96, 246, 4203, 0.285, 0.505, 0.364, 0.853, 5.818
Zookeeper, 97, 97, 475, 3974, 0.170, 0.500, 0.253, 0.754, 3.059
