Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 907, 61, 590, 3867, 0.606, 0.937, 0.736, 0.705, 2.396
ArgoUML, 778, 190, 337, 4120, 0.698, 0.804, 0.747, 0.744, 2.910
Columba, 749, 219, 664, 3793, 0.530, 0.774, 0.629, 0.663, 1.971
EMF, 799, 169, 417, 4040, 0.657, 0.825, 0.732, 0.728, 2.682
Hibernate, 784, 184, 455, 4002, 0.633, 0.810, 0.710, 0.718, 2.546
JEdit, 923, 45, 783, 3674, 0.541, 0.954, 0.690, 0.670, 2.032
JFreeChart, 821, 147, 635, 3822, 0.564, 0.848, 0.677, 0.684, 2.160
JMeter, 780, 188, 558, 3899, 0.583, 0.806, 0.676, 0.694, 2.267
JRuby, 838, 130, 550, 3907, 0.604, 0.866, 0.711, 0.704, 2.384
SQuirrel, 791, 177, 639, 3818, 0.553, 0.817, 0.660, 0.677, 2.100
Dubbo, 772, 196, 1471, 2986, 0.344, 0.798, 0.481, 0.482, 0.929
Gradle, 654, 314, 400, 4057, 0.620, 0.676, 0.647, 0.712, 2.477
Groovy, 728, 240, 431, 4026, 0.628, 0.752, 0.685, 0.716, 2.520
Hive, 829, 139, 548, 3909, 0.602, 0.856, 0.707, 0.704, 2.374
Maven, 698, 270, 791, 3666, 0.469, 0.721, 0.568, 0.619, 1.627
Poi, 829, 139, 627, 3830, 0.569, 0.856, 0.684, 0.687, 2.191
SpringFramework, 680, 288, 377, 4080, 0.643, 0.702, 0.672, 0.723, 2.605
Storm, 755, 213, 466, 3991, 0.618, 0.780, 0.690, 0.711, 2.465
Tomcat, 708, 260, 535, 3922, 0.570, 0.731, 0.640, 0.687, 2.192
Zookeeper, 782, 186, 582, 3875, 0.573, 0.808, 0.671, 0.689, 2.213
