Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 500, 117, 1524, 12891, 0.247, 0.810, 0.379, 0.834, 5.019
ArgoUML, 423, 194, 1765, 12650, 0.193, 0.686, 0.302, 0.788, 3.710
Columba, 469, 148, 1808, 12607, 0.206, 0.760, 0.324, 0.801, 4.018
EMF, 456, 161, 905, 13510, 0.335, 0.739, 0.461, 0.877, 7.163
Hibernate, 473, 144, 1564, 12851, 0.232, 0.767, 0.356, 0.823, 4.657
JEdit, 505, 112, 2760, 11655, 0.155, 0.818, 0.260, 0.735, 2.768
JFreeChart, 472, 145, 1734, 12681, 0.214, 0.765, 0.334, 0.808, 4.213
JMeter, 486, 131, 1841, 12574, 0.209, 0.788, 0.330, 0.803, 4.088
JRuby, 495, 122, 1664, 12751, 0.229, 0.802, 0.357, 0.821, 4.586
SQuirrel, 472, 145, 2407, 12008, 0.164, 0.765, 0.270, 0.750, 2.994
Dubbo, 459, 158, 2217, 12198, 0.172, 0.744, 0.279, 0.761, 3.179
Gradle, 379, 238, 900, 13515, 0.296, 0.614, 0.400, 0.861, 6.219
Groovy, 467, 150, 1420, 12995, 0.247, 0.757, 0.373, 0.834, 5.029
Hive, 510, 107, 1381, 13034, 0.270, 0.827, 0.407, 0.848, 5.571
Maven, 469, 148, 2278, 12137, 0.171, 0.760, 0.279, 0.760, 3.160
Poi, 564, 53, 1284, 13131, 0.305, 0.914, 0.458, 0.866, 6.435
SpringFramework, 468, 149, 941, 13474, 0.332, 0.759, 0.462, 0.876, 7.092
Storm, 494, 123, 1862, 12553, 0.210, 0.801, 0.332, 0.804, 4.108
Tomcat, 490, 127, 1275, 13140, 0.278, 0.794, 0.411, 0.852, 5.764
Zookeeper, 508, 109, 1479, 12936, 0.256, 0.823, 0.390, 0.839, 5.229
