Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 104, 31, 148, 935, 0.413, 0.770, 0.537, 0.731, 2.723
ArgoUML, 92, 43, 171, 912, 0.350, 0.681, 0.462, 0.683, 2.156
Columba, 102, 33, 161, 922, 0.388, 0.756, 0.513, 0.714, 2.499
EMF, 95, 40, 111, 972, 0.461, 0.704, 0.557, 0.760, 3.161
Hibernate, 95, 40, 135, 948, 0.413, 0.704, 0.521, 0.732, 2.727
JEdit, 121, 14, 254, 829, 0.323, 0.896, 0.475, 0.656, 1.911
JFreeChart, 100, 35, 134, 949, 0.427, 0.741, 0.542, 0.741, 2.856
JMeter, 103, 32, 132, 951, 0.438, 0.763, 0.557, 0.747, 2.954
JRuby, 104, 31, 136, 947, 0.433, 0.770, 0.555, 0.744, 2.910
SQuirrel, 103, 32, 121, 962, 0.460, 0.763, 0.574, 0.759, 3.149
Dubbo, 95, 40, 177, 906, 0.349, 0.704, 0.467, 0.683, 2.151
Gradle, 74, 61, 84, 999, 0.468, 0.548, 0.505, 0.763, 3.226
Groovy, 102, 33, 153, 930, 0.400, 0.756, 0.523, 0.723, 2.609
Hive, 98, 37, 122, 961, 0.445, 0.726, 0.552, 0.751, 3.019
Maven, 99, 36, 91, 992, 0.521, 0.733, 0.609, 0.787, 3.701
Poi, 108, 27, 162, 921, 0.400, 0.800, 0.533, 0.723, 2.609
SpringFramework, 93, 42, 103, 980, 0.474, 0.689, 0.562, 0.766, 3.281
Storm, 94, 41, 123, 960, 0.433, 0.696, 0.534, 0.744, 2.908
Tomcat, 98, 37, 146, 937, 0.402, 0.726, 0.517, 0.724, 2.624
Zookeeper, 108, 27, 127, 956, 0.460, 0.800, 0.584, 0.759, 3.146
