Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 164, 36, 359, 3913, 0.314, 0.820, 0.454, 0.857, 6.012
ArgoUML, 120, 80, 514, 3758, 0.189, 0.600, 0.288, 0.764, 3.232
Columba, 138, 62, 456, 3816, 0.232, 0.690, 0.348, 0.807, 4.195
EMF, 137, 63, 394, 3878, 0.258, 0.685, 0.375, 0.827, 4.769
Hibernate, 141, 59, 264, 4008, 0.348, 0.705, 0.466, 0.872, 6.785
JEdit, 166, 34, 695, 3577, 0.193, 0.830, 0.313, 0.768, 3.311
JFreeChart, 130, 70, 320, 3952, 0.289, 0.650, 0.400, 0.845, 5.460
JMeter, 144, 56, 303, 3969, 0.322, 0.720, 0.445, 0.861, 6.203
JRuby, 134, 66, 289, 3983, 0.317, 0.670, 0.430, 0.859, 6.083
SQuirrel, 168, 32, 329, 3943, 0.338, 0.840, 0.482, 0.868, 6.558
Dubbo, 127, 73, 751, 3521, 0.145, 0.635, 0.236, 0.691, 2.234
Gradle, 107, 93, 232, 4040, 0.316, 0.535, 0.397, 0.858, 6.058
Groovy, 135, 65, 369, 3903, 0.268, 0.675, 0.384, 0.833, 4.989
Hive, 140, 60, 294, 3978, 0.323, 0.700, 0.442, 0.861, 6.213
Maven, 132, 68, 434, 3838, 0.233, 0.660, 0.345, 0.808, 4.215
Poi, 141, 59, 485, 3787, 0.225, 0.705, 0.341, 0.801, 4.036
SpringFramework, 127, 73, 277, 3995, 0.314, 0.635, 0.421, 0.858, 6.029
Storm, 138, 62, 436, 3836, 0.240, 0.690, 0.357, 0.814, 4.376
Tomcat, 120, 80, 388, 3884, 0.236, 0.600, 0.339, 0.811, 4.282
Zookeeper, 139, 61, 357, 3915, 0.280, 0.695, 0.399, 0.840, 5.266
