Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 218, 30, 606, 3580, 0.265, 0.879, 0.407, 0.789, 3.730
ArgoUML, 166, 82, 581, 3605, 0.222, 0.669, 0.334, 0.748, 2.973
Columba, 191, 57, 888, 3298, 0.177, 0.770, 0.288, 0.684, 2.165
EMF, 198, 50, 377, 3809, 0.344, 0.798, 0.481, 0.838, 5.157
Hibernate, 203, 45, 363, 3823, 0.359, 0.819, 0.499, 0.844, 5.412
JEdit, 232, 16, 774, 3412, 0.231, 0.935, 0.370, 0.757, 3.123
JFreeChart, 195, 53, 618, 3568, 0.240, 0.786, 0.368, 0.767, 3.288
JMeter, 192, 56, 448, 3738, 0.300, 0.774, 0.432, 0.814, 4.364
JRuby, 209, 39, 569, 3617, 0.269, 0.843, 0.407, 0.792, 3.803
SQuirrel, 201, 47, 631, 3555, 0.242, 0.810, 0.372, 0.768, 3.319
Dubbo, 185, 63, 760, 3426, 0.196, 0.746, 0.310, 0.714, 2.500
Gradle, 167, 81, 329, 3857, 0.337, 0.673, 0.449, 0.834, 5.020
Groovy, 224, 24, 347, 3839, 0.392, 0.903, 0.547, 0.857, 6.014
Hive, 208, 40, 602, 3584, 0.257, 0.839, 0.393, 0.782, 3.591
Maven, 163, 85, 555, 3631, 0.227, 0.657, 0.337, 0.754, 3.059
Poi, 207, 41, 906, 3280, 0.186, 0.835, 0.304, 0.699, 2.325
SpringFramework, 190, 58, 446, 3740, 0.299, 0.766, 0.430, 0.813, 4.341
Storm, 203, 45, 501, 3685, 0.288, 0.819, 0.426, 0.806, 4.155
Tomcat, 183, 65, 470, 3716, 0.280, 0.738, 0.406, 0.800, 4.011
Zookeeper, 205, 43, 666, 3520, 0.235, 0.827, 0.366, 0.762, 3.208
