Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 297, 79, 244, 1871, 0.549, 0.790, 0.648, 0.725, 2.637
ArgoUML, 251, 125, 367, 1748, 0.406, 0.668, 0.505, 0.628, 1.691
Columba, 278, 98, 435, 1680, 0.390, 0.739, 0.511, 0.613, 1.583
EMF, 280, 96, 188, 1927, 0.598, 0.745, 0.664, 0.748, 2.964
Hibernate, 317, 59, 98, 2017, 0.764, 0.843, 0.802, 0.802, 4.061
JEdit, 322, 54, 441, 1674, 0.422, 0.856, 0.565, 0.642, 1.796
JFreeChart, 293, 83, 309, 1806, 0.487, 0.779, 0.599, 0.690, 2.224
JMeter, 292, 84, 247, 1868, 0.542, 0.777, 0.638, 0.721, 2.589
JRuby, 295, 81, 247, 1868, 0.544, 0.785, 0.643, 0.723, 2.606
SQuirrel, 289, 87, 345, 1770, 0.456, 0.769, 0.572, 0.669, 2.020
Dubbo, 290, 86, 398, 1717, 0.422, 0.771, 0.545, 0.642, 1.793
Gradle, 238, 138, 119, 1996, 0.667, 0.633, 0.649, 0.774, 3.417
Groovy, 238, 138, 187, 1928, 0.560, 0.633, 0.594, 0.730, 2.710
Hive, 303, 73, 307, 1808, 0.497, 0.806, 0.615, 0.696, 2.291
Maven, 238, 138, 320, 1795, 0.427, 0.633, 0.510, 0.646, 1.826
Poi, 289, 87, 557, 1558, 0.342, 0.769, 0.473, 0.558, 1.263
SpringFramework, 259, 117, 204, 1911, 0.559, 0.689, 0.617, 0.730, 2.706
Storm, 280, 96, 243, 1872, 0.535, 0.745, 0.623, 0.718, 2.547
Tomcat, 276, 100, 276, 1839, 0.500, 0.734, 0.595, 0.698, 2.312
Zookeeper, 294, 82, 261, 1854, 0.530, 0.782, 0.632, 0.715, 2.509
