Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 42, 20, 428, 2200, 0.089, 0.677, 0.158, 0.742, 2.877
ArgoUML, 32, 30, 373, 2255, 0.079, 0.516, 0.137, 0.708, 2.428
Columba, 43, 19, 427, 2201, 0.091, 0.694, 0.162, 0.748, 2.969
EMF, 35, 27, 326, 2302, 0.097, 0.565, 0.165, 0.762, 3.207
Hibernate, 37, 25, 287, 2341, 0.114, 0.597, 0.192, 0.798, 3.955
JEdit, 45, 17, 521, 2107, 0.080, 0.726, 0.143, 0.710, 2.450
JFreeChart, 32, 30, 304, 2324, 0.095, 0.516, 0.161, 0.758, 3.132
JMeter, 38, 24, 319, 2309, 0.106, 0.613, 0.181, 0.783, 3.618
JRuby, 38, 24, 316, 2312, 0.107, 0.613, 0.183, 0.785, 3.657
SQuirrel, 37, 25, 350, 2278, 0.096, 0.597, 0.165, 0.759, 3.148
Dubbo, 35, 27, 422, 2206, 0.077, 0.565, 0.135, 0.699, 2.323
Gradle, 21, 41, 122, 2506, 0.147, 0.339, 0.205, 0.843, 5.372
Groovy, 43, 19, 363, 2265, 0.106, 0.694, 0.184, 0.782, 3.595
Hive, 43, 19, 339, 2289, 0.113, 0.694, 0.194, 0.795, 3.884
Maven, 27, 35, 410, 2218, 0.062, 0.435, 0.108, 0.627, 1.681
Poi, 37, 25, 315, 2313, 0.105, 0.597, 0.179, 0.781, 3.561
SpringFramework, 32, 30, 207, 2421, 0.134, 0.516, 0.213, 0.828, 4.809
Storm, 39, 23, 264, 2364, 0.129, 0.629, 0.214, 0.821, 4.584
Tomcat, 39, 23, 223, 2405, 0.149, 0.629, 0.241, 0.845, 5.458
Zookeeper, 55, 7, 183, 2445, 0.231, 0.887, 0.367, 0.900, 9.026
