Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 73, 24, 882, 6732, 0.076, 0.753, 0.139, 0.835, 5.077
ArgoUML, 51, 46, 1152, 6462, 0.042, 0.526, 0.078, 0.703, 2.370
Columba, 62, 35, 1368, 6246, 0.043, 0.639, 0.081, 0.710, 2.447
EMF, 73, 24, 594, 7020, 0.109, 0.753, 0.191, 0.885, 7.700
Hibernate, 68, 29, 473, 7141, 0.126, 0.701, 0.213, 0.900, 8.992
JEdit, 78, 19, 1298, 6316, 0.057, 0.804, 0.106, 0.778, 3.506
JFreeChart, 71, 26, 1116, 6498, 0.060, 0.732, 0.111, 0.790, 3.755
JMeter, 62, 35, 602, 7012, 0.093, 0.639, 0.163, 0.865, 6.423
JRuby, 71, 26, 824, 6790, 0.079, 0.732, 0.143, 0.841, 5.306
SQuirrel, 78, 19, 1118, 6496, 0.065, 0.804, 0.121, 0.807, 4.184
Dubbo, 63, 34, 1117, 6497, 0.053, 0.649, 0.099, 0.764, 3.244
Gradle, 53, 44, 486, 7128, 0.098, 0.546, 0.167, 0.872, 6.817
Groovy, 66, 31, 645, 6969, 0.093, 0.680, 0.163, 0.864, 6.379
Hive, 75, 22, 988, 6626, 0.071, 0.773, 0.129, 0.822, 4.609
Maven, 63, 34, 1041, 6573, 0.057, 0.649, 0.105, 0.780, 3.536
Poi, 77, 20, 1487, 6127, 0.049, 0.794, 0.093, 0.744, 2.914
SpringFramework, 88, 9, 550, 7064, 0.138, 0.907, 0.239, 0.909, 9.965
Storm, 65, 32, 689, 6925, 0.086, 0.670, 0.153, 0.854, 5.853
Tomcat, 68, 29, 809, 6805, 0.078, 0.701, 0.140, 0.838, 5.164
Zookeeper, 76, 21, 821, 6793, 0.085, 0.784, 0.153, 0.852, 5.735
