Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 797, 172, 524, 3933, 0.603, 0.822, 0.696, 0.704, 2.378
Columba, 916, 53, 282, 4175, 0.765, 0.945, 0.845, 0.766, 3.281
EMF, 888, 81, 409, 4048, 0.685, 0.916, 0.784, 0.739, 2.834
Hibernate, 893, 76, 330, 4127, 0.730, 0.922, 0.815, 0.755, 3.089
JEdit, 739, 230, 602, 3855, 0.551, 0.763, 0.640, 0.676, 2.086
JFreeChart, 933, 36, 589, 3868, 0.613, 0.963, 0.749, 0.709, 2.433
JMeter, 906, 63, 290, 4167, 0.758, 0.935, 0.837, 0.764, 3.242
JRuby, 915, 54, 275, 4182, 0.769, 0.944, 0.848, 0.768, 3.306
SQuirrel, 930, 39, 418, 4039, 0.690, 0.960, 0.803, 0.741, 2.863
Dubbo, 886, 83, 365, 4092, 0.708, 0.914, 0.798, 0.748, 2.966
Gradle, 854, 115, 256, 4201, 0.769, 0.881, 0.822, 0.768, 3.308
Groovy, 902, 67, 289, 4168, 0.757, 0.931, 0.835, 0.764, 3.241
Hive, 911, 58, 317, 4140, 0.742, 0.940, 0.829, 0.759, 3.154
Maven, 905, 64, 444, 4013, 0.671, 0.934, 0.781, 0.734, 2.757
Poi, 915, 54, 301, 4156, 0.752, 0.944, 0.838, 0.763, 3.214
SpringFramework, 893, 76, 345, 4112, 0.721, 0.922, 0.809, 0.752, 3.039
Storm, 923, 46, 435, 4022, 0.680, 0.953, 0.793, 0.737, 2.806
Tomcat, 921, 48, 360, 4097, 0.719, 0.950, 0.819, 0.752, 3.026
Zookeeper, 897, 72, 473, 3984, 0.655, 0.926, 0.767, 0.727, 2.666
