Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 38, 36, 213, 2298, 0.151, 0.514, 0.234, 0.811, 4.289
ArgoUML, 27, 47, 51, 2460, 0.346, 0.365, 0.355, 0.917, 11.092
Columba, 32, 42, 62, 2449, 0.340, 0.432, 0.381, 0.916, 10.892
Hibernate, 30, 44, 107, 2404, 0.219, 0.405, 0.284, 0.869, 6.649
JEdit, 52, 22, 374, 2137, 0.122, 0.703, 0.208, 0.765, 3.264
JFreeChart, 54, 20, 267, 2244, 0.168, 0.730, 0.273, 0.830, 4.876
JMeter, 39, 35, 58, 2453, 0.402, 0.527, 0.456, 0.929, 13.045
JRuby, 35, 39, 74, 2437, 0.321, 0.473, 0.383, 0.911, 10.217
SQuirrel, 39, 35, 135, 2376, 0.224, 0.527, 0.315, 0.872, 6.830
Dubbo, 34, 40, 129, 2382, 0.209, 0.459, 0.287, 0.863, 6.287
Gradle, 36, 38, 98, 2413, 0.269, 0.486, 0.346, 0.893, 8.385
Groovy, 30, 44, 51, 2460, 0.370, 0.405, 0.387, 0.923, 11.938
Hive, 31, 43, 75, 2436, 0.292, 0.419, 0.344, 0.902, 9.216
Maven, 42, 32, 199, 2312, 0.174, 0.568, 0.267, 0.836, 5.088
Poi, 32, 42, 65, 2446, 0.330, 0.432, 0.374, 0.913, 10.524
SpringFramework, 28, 46, 100, 2411, 0.219, 0.378, 0.277, 0.869, 6.641
Storm, 43, 31, 166, 2345, 0.206, 0.581, 0.304, 0.861, 6.187
Tomcat, 34, 40, 112, 2399, 0.233, 0.459, 0.309, 0.877, 7.135
Zookeeper, 37, 37, 275, 2236, 0.119, 0.500, 0.192, 0.759, 3.143
