Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 63, 29, 468, 3079, 0.119, 0.685, 0.202, 0.787, 3.693
ArgoUML, 52, 40, 88, 3459, 0.371, 0.565, 0.448, 0.932, 13.692
Columba, 62, 30, 164, 3383, 0.274, 0.674, 0.390, 0.908, 9.851
EMF, 64, 28, 364, 3183, 0.150, 0.696, 0.246, 0.831, 4.915
Hibernate, 68, 24, 219, 3328, 0.237, 0.739, 0.359, 0.893, 8.372
JEdit, 58, 34, 676, 2871, 0.079, 0.630, 0.140, 0.680, 2.126
JFreeChart, 71, 21, 416, 3131, 0.146, 0.772, 0.245, 0.827, 4.767
JMeter, 58, 34, 189, 3358, 0.235, 0.630, 0.342, 0.892, 8.288
JRuby, 67, 25, 163, 3384, 0.291, 0.728, 0.416, 0.913, 10.522
SQuirrel, 65, 27, 204, 3343, 0.242, 0.707, 0.360, 0.895, 8.558
Dubbo, 57, 35, 184, 3363, 0.237, 0.620, 0.342, 0.893, 8.355
Gradle, 55, 37, 136, 3411, 0.288, 0.598, 0.389, 0.912, 10.390
Groovy, 67, 25, 144, 3403, 0.318, 0.728, 0.442, 0.920, 11.560
Hive, 69, 23, 147, 3400, 0.319, 0.750, 0.448, 0.921, 11.635
Maven, 58, 34, 248, 3299, 0.190, 0.630, 0.291, 0.867, 6.497
Poi, 65, 27, 142, 3405, 0.314, 0.707, 0.435, 0.919, 11.420
SpringFramework, 61, 31, 216, 3331, 0.220, 0.663, 0.331, 0.885, 7.711
Tomcat, 63, 29, 201, 3346, 0.239, 0.685, 0.354, 0.894, 8.439
Zookeeper, 64, 28, 318, 3229, 0.168, 0.696, 0.270, 0.849, 5.627
