Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 383, 235, 1030, 13385, 0.271, 0.620, 0.377, 0.848, 5.593
ArgoUML, 413, 205, 286, 14129, 0.591, 0.668, 0.627, 0.930, 13.372
Columba, 527, 91, 379, 14036, 0.582, 0.853, 0.692, 0.929, 13.149
EMF, 468, 150, 1012, 13403, 0.316, 0.757, 0.446, 0.870, 6.692
Hibernate, 498, 120, 564, 13851, 0.469, 0.806, 0.593, 0.912, 10.407
JEdit, 351, 267, 2066, 12349, 0.145, 0.568, 0.231, 0.717, 2.533
JFreeChart, 567, 51, 1145, 13270, 0.331, 0.917, 0.487, 0.876, 7.056
JMeter, 489, 129, 513, 13902, 0.488, 0.791, 0.604, 0.916, 10.871
JRuby, 551, 67, 397, 14018, 0.581, 0.892, 0.704, 0.929, 13.138
SQuirrel, 497, 121, 630, 13785, 0.441, 0.804, 0.570, 0.907, 9.727
Dubbo, 521, 97, 730, 13685, 0.416, 0.843, 0.558, 0.901, 9.131
Gradle, 432, 186, 410, 14005, 0.513, 0.699, 0.592, 0.920, 11.480
Groovy, 493, 125, 374, 14041, 0.569, 0.798, 0.664, 0.928, 12.832
Hive, 560, 58, 511, 13904, 0.523, 0.906, 0.663, 0.921, 11.719
Maven, 482, 136, 711, 13704, 0.404, 0.780, 0.532, 0.898, 8.828
SpringFramework, 507, 111, 574, 13841, 0.469, 0.820, 0.597, 0.912, 10.409
Storm, 527, 91, 828, 13587, 0.389, 0.853, 0.534, 0.894, 8.461
Tomcat, 558, 60, 629, 13786, 0.470, 0.903, 0.618, 0.913, 10.435
Zookeeper, 522, 96, 1078, 13337, 0.326, 0.845, 0.471, 0.874, 6.936
