Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 113, 82, 246, 4203, 0.315, 0.579, 0.408, 0.867, 6.496
ArgoUML, 48, 147, 41, 4408, 0.539, 0.246, 0.338, 0.922, 11.844
Columba, 65, 130, 69, 4380, 0.485, 0.333, 0.395, 0.913, 10.552
EMF, 103, 92, 303, 4146, 0.254, 0.528, 0.343, 0.834, 5.042
Hibernate, 88, 107, 109, 4340, 0.447, 0.451, 0.449, 0.906, 9.638
JFreeChart, 124, 71, 281, 4168, 0.306, 0.636, 0.413, 0.863, 6.292
JMeter, 70, 125, 85, 4364, 0.452, 0.359, 0.400, 0.907, 9.755
JRuby, 78, 117, 55, 4394, 0.586, 0.400, 0.476, 0.928, 12.967
SQuirrel, 93, 102, 111, 4338, 0.456, 0.477, 0.466, 0.908, 9.857
Dubbo, 50, 145, 114, 4335, 0.305, 0.256, 0.279, 0.862, 6.261
Gradle, 55, 140, 50, 4399, 0.524, 0.282, 0.367, 0.920, 11.475
Groovy, 55, 140, 54, 4395, 0.505, 0.282, 0.362, 0.917, 11.017
Hive, 76, 119, 70, 4379, 0.521, 0.390, 0.446, 0.919, 11.397
Maven, 78, 117, 148, 4301, 0.345, 0.400, 0.371, 0.878, 7.219
Poi, 77, 118, 68, 4381, 0.531, 0.395, 0.453, 0.921, 11.647
SpringFramework, 64, 131, 74, 4375, 0.464, 0.328, 0.384, 0.909, 10.045
Storm, 89, 106, 138, 4311, 0.392, 0.456, 0.422, 0.893, 8.337
Tomcat, 76, 119, 101, 4348, 0.429, 0.390, 0.409, 0.902, 9.226
Zookeeper, 79, 116, 149, 4300, 0.346, 0.405, 0.374, 0.879, 7.252
