Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 42, 43, 110, 1454, 0.276, 0.494, 0.354, 0.813, 4.361
ArgoUML, 40, 45, 41, 1523, 0.494, 0.471, 0.482, 0.896, 8.580
Columba, 59, 26, 38, 1526, 0.608, 0.694, 0.648, 0.915, 10.800
EMF, 47, 38, 73, 1491, 0.392, 0.553, 0.459, 0.868, 6.598
Hibernate, 51, 34, 46, 1518, 0.526, 0.600, 0.560, 0.902, 9.200
JEdit, 36, 49, 124, 1440, 0.225, 0.424, 0.294, 0.771, 3.365
JFreeChart, 67, 18, 104, 1460, 0.392, 0.788, 0.523, 0.868, 6.601
JMeter, 51, 34, 57, 1507, 0.472, 0.600, 0.528, 0.891, 8.161
JRuby, 63, 22, 46, 1518, 0.578, 0.741, 0.649, 0.911, 10.213
SQuirrel, 41, 44, 46, 1518, 0.471, 0.482, 0.477, 0.891, 8.143
Gradle, 43, 42, 44, 1520, 0.494, 0.506, 0.500, 0.896, 8.589
Groovy, 53, 32, 36, 1528, 0.596, 0.624, 0.609, 0.913, 10.553
Hive, 63, 22, 54, 1510, 0.538, 0.741, 0.624, 0.904, 9.446
Maven, 48, 37, 72, 1492, 0.400, 0.565, 0.468, 0.871, 6.760
Poi, 66, 19, 46, 1518, 0.589, 0.776, 0.670, 0.913, 10.432
SpringFramework, 57, 28, 47, 1517, 0.548, 0.671, 0.603, 0.906, 9.633
Storm, 55, 30, 70, 1494, 0.440, 0.647, 0.524, 0.883, 7.536
Tomcat, 66, 19, 50, 1514, 0.569, 0.776, 0.657, 0.909, 10.038
Zookeeper, 57, 28, 73, 1491, 0.438, 0.671, 0.530, 0.882, 7.506
