Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 35, 67, 69, 2881, 0.337, 0.343, 0.340, 0.901, 9.070
Columba, 39, 63, 90, 2860, 0.302, 0.382, 0.338, 0.889, 8.046
EMF, 42, 60, 186, 2764, 0.184, 0.412, 0.255, 0.819, 4.512
Hibernate, 47, 55, 124, 2826, 0.275, 0.461, 0.344, 0.878, 7.224
JEdit, 58, 44, 393, 2557, 0.129, 0.569, 0.210, 0.740, 2.848
JFreeChart, 47, 55, 277, 2673, 0.145, 0.461, 0.221, 0.770, 3.340
JMeter, 40, 62, 125, 2825, 0.242, 0.392, 0.300, 0.862, 6.254
JRuby, 43, 59, 55, 2895, 0.439, 0.422, 0.430, 0.924, 12.129
SQuirrel, 42, 60, 126, 2824, 0.250, 0.412, 0.311, 0.866, 6.480
Dubbo, 31, 71, 128, 2822, 0.195, 0.304, 0.238, 0.829, 4.834
Gradle, 29, 73, 71, 2879, 0.290, 0.284, 0.287, 0.885, 7.677
Groovy, 36, 66, 93, 2857, 0.279, 0.353, 0.312, 0.880, 7.350
Hive, 50, 52, 117, 2833, 0.299, 0.490, 0.372, 0.888, 7.959
Maven, 44, 58, 195, 2755, 0.184, 0.431, 0.258, 0.818, 4.509
Poi, 44, 58, 102, 2848, 0.301, 0.431, 0.355, 0.889, 8.017
SpringFramework, 31, 71, 112, 2838, 0.217, 0.304, 0.253, 0.846, 5.486
Storm, 45, 57, 225, 2725, 0.167, 0.441, 0.242, 0.799, 3.987
Tomcat, 55, 47, 126, 2824, 0.304, 0.539, 0.389, 0.890, 8.092
Zookeeper, 56, 46, 224, 2726, 0.200, 0.549, 0.293, 0.833, 4.984
