Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 58, 40, 693, 6921, 0.077, 0.592, 0.137, 0.835, 5.078
ArgoUML, 63, 35, 190, 7424, 0.249, 0.643, 0.359, 0.949, 18.596
Columba, 72, 26, 179, 7435, 0.287, 0.735, 0.413, 0.956, 21.574
EMF, 67, 31, 511, 7103, 0.116, 0.684, 0.198, 0.890, 8.122
Hibernate, 71, 27, 205, 7409, 0.257, 0.724, 0.380, 0.951, 19.244
JEdit, 50, 48, 1050, 6564, 0.045, 0.510, 0.083, 0.720, 2.577
JFreeChart, 78, 20, 622, 6992, 0.111, 0.796, 0.195, 0.886, 7.769
JMeter, 68, 30, 331, 7283, 0.170, 0.694, 0.274, 0.925, 12.411
JRuby, 71, 27, 154, 7460, 0.316, 0.724, 0.440, 0.960, 23.832
SQuirrel, 74, 24, 352, 7262, 0.174, 0.755, 0.282, 0.927, 12.670
Dubbo, 65, 33, 337, 7277, 0.162, 0.663, 0.260, 0.921, 11.724
Gradle, 67, 31, 183, 7431, 0.268, 0.684, 0.385, 0.953, 20.090
Groovy, 66, 32, 160, 7454, 0.292, 0.673, 0.407, 0.956, 21.981
Hive, 78, 20, 261, 7353, 0.230, 0.796, 0.357, 0.945, 17.107
Maven, 67, 31, 436, 7178, 0.133, 0.684, 0.223, 0.905, 9.482
Poi, 73, 25, 241, 7373, 0.232, 0.745, 0.354, 0.945, 17.295
Storm, 77, 21, 447, 7167, 0.147, 0.786, 0.248, 0.914, 10.564
Tomcat, 75, 23, 328, 7286, 0.186, 0.765, 0.299, 0.932, 13.645
Zookeeper, 73, 25, 619, 6995, 0.105, 0.745, 0.185, 0.880, 7.302
