Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 248, 73, 550, 2453, 0.311, 0.773, 0.443, 0.689, 2.218
ArgoUML, 244, 77, 253, 2750, 0.491, 0.760, 0.597, 0.803, 4.084
Columba, 272, 49, 308, 2695, 0.469, 0.847, 0.604, 0.794, 3.856
EMF, 277, 44, 412, 2591, 0.402, 0.863, 0.549, 0.760, 3.163
Hibernate, 278, 43, 309, 2694, 0.474, 0.866, 0.612, 0.796, 3.904
JEdit, 264, 57, 726, 2277, 0.267, 0.822, 0.403, 0.638, 1.761
JFreeChart, 298, 23, 620, 2383, 0.325, 0.928, 0.481, 0.703, 2.361
JMeter, 257, 64, 308, 2695, 0.455, 0.801, 0.580, 0.788, 3.710
JRuby, 268, 53, 243, 2760, 0.524, 0.835, 0.644, 0.816, 4.431
SQuirrel, 278, 43, 356, 2647, 0.438, 0.866, 0.582, 0.780, 3.541
Dubbo, 260, 61, 334, 2669, 0.438, 0.810, 0.568, 0.779, 3.533
Groovy, 268, 53, 270, 2733, 0.498, 0.835, 0.624, 0.806, 4.158
Hive, 269, 52, 302, 2701, 0.471, 0.838, 0.603, 0.795, 3.878
Maven, 271, 50, 425, 2578, 0.389, 0.844, 0.533, 0.752, 3.032
Poi, 277, 44, 320, 2683, 0.464, 0.863, 0.603, 0.792, 3.805
SpringFramework, 261, 60, 314, 2689, 0.454, 0.813, 0.583, 0.787, 3.700
Storm, 288, 33, 453, 2550, 0.389, 0.897, 0.542, 0.752, 3.025
Tomcat, 281, 40, 349, 2654, 0.446, 0.875, 0.591, 0.783, 3.619
Zookeeper, 260, 61, 475, 2528, 0.354, 0.810, 0.492, 0.727, 2.663
