Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 44, 19, 296, 2332, 0.129, 0.698, 0.218, 0.819, 4.528
ArgoUML, 29, 34, 82, 2546, 0.261, 0.460, 0.333, 0.910, 10.160
Columba, 36, 27, 123, 2505, 0.226, 0.571, 0.324, 0.897, 8.671
EMF, 36, 27, 240, 2388, 0.130, 0.571, 0.212, 0.821, 4.571
Hibernate, 36, 27, 127, 2501, 0.221, 0.571, 0.319, 0.894, 8.434
JEdit, 42, 21, 511, 2117, 0.076, 0.667, 0.136, 0.692, 2.244
JFreeChart, 46, 17, 317, 2311, 0.127, 0.730, 0.216, 0.815, 4.413
JMeter, 31, 32, 155, 2473, 0.167, 0.492, 0.249, 0.860, 6.119
JRuby, 41, 22, 123, 2505, 0.250, 0.651, 0.361, 0.906, 9.679
SQuirrel, 39, 24, 120, 2508, 0.245, 0.619, 0.351, 0.905, 9.477
Dubbo, 37, 26, 160, 2468, 0.188, 0.587, 0.285, 0.875, 7.022
Gradle, 33, 30, 92, 2536, 0.264, 0.524, 0.351, 0.911, 10.277
Groovy, 33, 30, 140, 2488, 0.191, 0.524, 0.280, 0.877, 7.148
Hive, 41, 22, 92, 2536, 0.308, 0.651, 0.418, 0.924, 12.168
Maven, 35, 28, 174, 2454, 0.167, 0.556, 0.257, 0.860, 6.153
Poi, 42, 21, 105, 2523, 0.286, 0.667, 0.400, 0.918, 11.204
SpringFramework, 33, 30, 124, 2504, 0.210, 0.524, 0.300, 0.889, 7.978
Storm, 41, 22, 243, 2385, 0.144, 0.651, 0.236, 0.838, 5.166
Tomcat, 48, 15, 116, 2512, 0.293, 0.762, 0.423, 0.920, 11.502
