Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 189, 98, 1137, 10794, 0.143, 0.659, 0.234, 0.835, 5.068
ArgoUML, 147, 140, 338, 11593, 0.303, 0.512, 0.381, 0.922, 11.903
Columba, 214, 73, 410, 11521, 0.343, 0.746, 0.470, 0.932, 13.600
EMF, 165, 122, 901, 11030, 0.155, 0.575, 0.244, 0.848, 5.589
Hibernate, 183, 104, 563, 11368, 0.245, 0.638, 0.354, 0.904, 9.443
JEdit, 193, 94, 1618, 10313, 0.107, 0.672, 0.184, 0.780, 3.537
JFreeChart, 225, 62, 1272, 10659, 0.150, 0.784, 0.252, 0.844, 5.399
JMeter, 188, 99, 517, 11414, 0.267, 0.655, 0.379, 0.912, 10.352
JRuby, 224, 63, 359, 11572, 0.384, 0.780, 0.515, 0.939, 15.357
SQuirrel, 174, 113, 614, 11317, 0.221, 0.606, 0.324, 0.894, 8.400
Dubbo, 192, 95, 699, 11232, 0.215, 0.669, 0.326, 0.891, 8.174
Gradle, 162, 125, 403, 11528, 0.287, 0.564, 0.380, 0.918, 11.206
Groovy, 172, 115, 364, 11567, 0.321, 0.599, 0.418, 0.927, 12.661
Hive, 216, 71, 420, 11511, 0.340, 0.753, 0.468, 0.931, 13.458
Maven, 182, 105, 812, 11119, 0.183, 0.634, 0.284, 0.872, 6.795
Poi, 225, 62, 443, 11488, 0.337, 0.784, 0.471, 0.930, 13.339
SpringFramework, 181, 106, 461, 11470, 0.282, 0.631, 0.390, 0.917, 11.002
Storm, 205, 82, 926, 11005, 0.181, 0.714, 0.289, 0.870, 6.716
Zookeeper, 217, 70, 1010, 10921, 0.177, 0.756, 0.287, 0.867, 6.529
