Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 258, 125, 303, 2966, 0.460, 0.674, 0.547, 0.772, 3.385
ArgoUML, 200, 183, 73, 3196, 0.733, 0.522, 0.610, 0.857, 5.986
Columba, 320, 63, 100, 3169, 0.762, 0.836, 0.797, 0.862, 6.265
EMF, 244, 139, 255, 3014, 0.489, 0.637, 0.553, 0.786, 3.663
Hibernate, 300, 83, 135, 3134, 0.690, 0.783, 0.733, 0.848, 5.576
JEdit, 262, 121, 367, 2902, 0.417, 0.684, 0.518, 0.748, 2.972
JFreeChart, 350, 33, 293, 2976, 0.544, 0.914, 0.682, 0.807, 4.190
JMeter, 270, 113, 126, 3143, 0.682, 0.705, 0.693, 0.846, 5.501
SQuirrel, 239, 144, 153, 3116, 0.610, 0.624, 0.617, 0.828, 4.814
Dubbo, 326, 57, 155, 3114, 0.678, 0.851, 0.755, 0.845, 5.463
Gradle, 196, 187, 87, 3182, 0.693, 0.512, 0.589, 0.849, 5.604
Groovy, 284, 99, 85, 3184, 0.770, 0.742, 0.755, 0.864, 6.339
Hive, 338, 45, 125, 3144, 0.730, 0.883, 0.799, 0.856, 5.961
Maven, 245, 138, 186, 3083, 0.568, 0.640, 0.602, 0.816, 4.420
Poi, 340, 43, 96, 3173, 0.780, 0.888, 0.830, 0.866, 6.436
SpringFramework, 288, 95, 129, 3140, 0.691, 0.752, 0.720, 0.848, 5.585
Storm, 306, 77, 208, 3061, 0.595, 0.799, 0.682, 0.824, 4.677
Tomcat, 337, 46, 154, 3115, 0.686, 0.880, 0.771, 0.847, 5.545
Zookeeper, 315, 68, 277, 2992, 0.532, 0.822, 0.646, 0.803, 4.074
