Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 119, 167, 517, 11414, 0.187, 0.416, 0.258, 0.875, 6.993
ArgoUML, 204, 82, 1684, 10247, 0.108, 0.713, 0.188, 0.783, 3.616
Columba, 202, 84, 915, 11016, 0.181, 0.706, 0.288, 0.871, 6.725
EMF, 166, 120, 1024, 10907, 0.139, 0.580, 0.225, 0.832, 4.959
Hibernate, 196, 90, 980, 10951, 0.167, 0.685, 0.268, 0.860, 6.119
JEdit, 178, 108, 1081, 10850, 0.141, 0.622, 0.230, 0.834, 5.039
JFreeChart, 160, 126, 906, 11025, 0.150, 0.559, 0.237, 0.844, 5.412
JMeter, 178, 108, 520, 11411, 0.255, 0.622, 0.362, 0.908, 9.893
JRuby, 187, 99, 624, 11307, 0.231, 0.654, 0.341, 0.898, 8.850
SQuirrel, 147, 139, 661, 11270, 0.182, 0.514, 0.269, 0.871, 6.771
Dubbo, 114, 172, 675, 11256, 0.144, 0.399, 0.212, 0.838, 5.172
Gradle, 60, 226, 325, 11606, 0.156, 0.210, 0.179, 0.850, 5.657
Groovy, 127, 159, 413, 11518, 0.235, 0.444, 0.308, 0.900, 9.046
Hive, 205, 81, 597, 11334, 0.256, 0.717, 0.377, 0.908, 9.919
Maven, 114, 172, 919, 11012, 0.110, 0.399, 0.173, 0.788, 3.714
Poi, 179, 107, 728, 11203, 0.197, 0.626, 0.300, 0.881, 7.430
SpringFramework, 161, 125, 500, 11431, 0.244, 0.563, 0.340, 0.904, 9.405
Storm, 184, 102, 784, 11147, 0.190, 0.643, 0.293, 0.877, 7.120
Tomcat, 234, 52, 338, 11593, 0.409, 0.818, 0.545, 0.943, 16.475
Zookeeper, 183, 103, 490, 11441, 0.272, 0.640, 0.382, 0.914, 10.615
