Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 153, 229, 122, 3147, 0.556, 0.401, 0.466, 0.812, 4.317
ArgoUML, 283, 99, 380, 2889, 0.427, 0.741, 0.542, 0.755, 3.080
Columba, 319, 63, 240, 3029, 0.571, 0.835, 0.678, 0.817, 4.454
EMF, 219, 163, 315, 2954, 0.410, 0.573, 0.478, 0.745, 2.920
Hibernate, 322, 60, 185, 3084, 0.635, 0.843, 0.724, 0.835, 5.070
JEdit, 232, 150, 217, 3052, 0.517, 0.607, 0.558, 0.798, 3.938
JFreeChart, 264, 118, 287, 2982, 0.479, 0.691, 0.566, 0.782, 3.579
JMeter, 320, 62, 193, 3076, 0.624, 0.838, 0.715, 0.832, 4.962
JRuby, 338, 44, 71, 3198, 0.826, 0.885, 0.855, 0.873, 6.898
SQuirrel, 208, 174, 189, 3080, 0.524, 0.545, 0.534, 0.800, 4.008
Dubbo, 228, 154, 193, 3076, 0.542, 0.597, 0.568, 0.807, 4.176
Gradle, 71, 311, 101, 3168, 0.413, 0.186, 0.256, 0.747, 2.945
Groovy, 276, 106, 110, 3159, 0.715, 0.723, 0.719, 0.854, 5.834
Hive, 317, 65, 124, 3145, 0.719, 0.830, 0.770, 0.854, 5.870
Maven, 210, 172, 205, 3064, 0.506, 0.550, 0.527, 0.793, 3.836
Poi, 292, 90, 145, 3124, 0.668, 0.764, 0.713, 0.843, 5.386
SpringFramework, 288, 94, 137, 3132, 0.678, 0.754, 0.714, 0.846, 5.477
Storm, 324, 58, 157, 3112, 0.674, 0.848, 0.751, 0.845, 5.438
Tomcat, 312, 70, 126, 3143, 0.712, 0.817, 0.761, 0.853, 5.808
Zookeeper, 287, 95, 160, 3109, 0.642, 0.751, 0.692, 0.837, 5.137
