Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 51, 84, 65, 1018, 0.440, 0.378, 0.406, 0.748, 2.967
ArgoUML, 90, 45, 178, 905, 0.336, 0.667, 0.447, 0.670, 2.030
Columba, 83, 52, 90, 993, 0.480, 0.615, 0.539, 0.769, 3.329
EMF, 101, 34, 111, 972, 0.476, 0.748, 0.582, 0.767, 3.298
Hibernate, 95, 40, 127, 956, 0.428, 0.704, 0.532, 0.741, 2.861
JEdit, 99, 36, 109, 974, 0.476, 0.733, 0.577, 0.767, 3.294
JFreeChart, 86, 49, 83, 1000, 0.509, 0.637, 0.566, 0.782, 3.591
JMeter, 89, 46, 76, 1007, 0.539, 0.659, 0.593, 0.795, 3.867
JRuby, 94, 41, 118, 965, 0.443, 0.696, 0.542, 0.750, 3.000
SQuirrel, 92, 43, 84, 999, 0.523, 0.681, 0.592, 0.788, 3.716
Dubbo, 53, 82, 89, 994, 0.373, 0.393, 0.383, 0.703, 2.367
Gradle, 35, 100, 56, 1027, 0.385, 0.259, 0.310, 0.712, 2.470
Groovy, 58, 77, 57, 1026, 0.504, 0.430, 0.464, 0.780, 3.550
Hive, 84, 51, 77, 1006, 0.522, 0.622, 0.568, 0.788, 3.707
Maven, 85, 50, 9, 1074, 0.904, 0.630, 0.742, 0.877, 7.158
Poi, 79, 56, 89, 994, 0.470, 0.585, 0.521, 0.764, 3.243
SpringFramework, 71, 64, 81, 1002, 0.467, 0.526, 0.495, 0.763, 3.214
Storm, 95, 40, 106, 977, 0.473, 0.704, 0.565, 0.765, 3.264
Tomcat, 92, 43, 124, 959, 0.426, 0.681, 0.524, 0.740, 2.843
Zookeeper, 64, 71, 66, 1017, 0.492, 0.474, 0.483, 0.775, 3.442
