Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 119, 201, 180, 2823, 0.398, 0.372, 0.384, 0.758, 3.133
ArgoUML, 224, 96, 603, 2400, 0.271, 0.700, 0.391, 0.644, 1.813
Columba, 193, 127, 381, 2622, 0.336, 0.603, 0.432, 0.714, 2.492
EMF, 230, 90, 369, 2634, 0.384, 0.719, 0.501, 0.749, 2.987
Hibernate, 216, 104, 465, 2538, 0.317, 0.675, 0.432, 0.696, 2.294
JEdit, 244, 76, 430, 2573, 0.362, 0.762, 0.491, 0.734, 2.759
JFreeChart, 209, 111, 393, 2610, 0.347, 0.653, 0.453, 0.723, 2.605
JMeter, 199, 121, 308, 2695, 0.393, 0.622, 0.481, 0.755, 3.076
JRuby, 213, 107, 380, 2623, 0.359, 0.666, 0.467, 0.732, 2.730
SQuirrel, 221, 99, 342, 2661, 0.393, 0.691, 0.501, 0.755, 3.076
Dubbo, 101, 219, 242, 2761, 0.294, 0.316, 0.305, 0.673, 2.058
Gradle, 193, 127, 31, 2972, 0.862, 0.603, 0.710, 0.888, 7.947
Groovy, 146, 174, 232, 2771, 0.386, 0.456, 0.418, 0.751, 3.011
Hive, 200, 120, 246, 2757, 0.448, 0.625, 0.522, 0.785, 3.657
Maven, 89, 231, 287, 2716, 0.237, 0.278, 0.256, 0.593, 1.458
Poi, 165, 155, 310, 2693, 0.347, 0.516, 0.415, 0.723, 2.607
SpringFramework, 189, 131, 226, 2777, 0.455, 0.591, 0.514, 0.789, 3.729
Storm, 197, 123, 365, 2638, 0.351, 0.616, 0.447, 0.725, 2.640
Tomcat, 190, 130, 279, 2724, 0.405, 0.594, 0.482, 0.762, 3.207
Zookeeper, 139, 181, 270, 2733, 0.340, 0.434, 0.381, 0.717, 2.529
