Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 184, 192, 73, 2042, 0.716, 0.489, 0.581, 0.789, 3.743
ArgoUML, 247, 129, 357, 1758, 0.409, 0.657, 0.504, 0.631, 1.709
Columba, 265, 111, 202, 1913, 0.567, 0.705, 0.629, 0.734, 2.759
EMF, 281, 95, 117, 1998, 0.706, 0.747, 0.726, 0.786, 3.677
Hibernate, 310, 66, 71, 2044, 0.814, 0.824, 0.819, 0.814, 4.390
JEdit, 288, 88, 227, 1888, 0.559, 0.766, 0.646, 0.730, 2.705
JFreeChart, 266, 110, 185, 1930, 0.590, 0.707, 0.643, 0.744, 2.907
JMeter, 263, 113, 121, 1994, 0.685, 0.699, 0.692, 0.780, 3.537
JRuby, 265, 111, 197, 1918, 0.574, 0.705, 0.632, 0.737, 2.800
SQuirrel, 278, 98, 155, 1960, 0.642, 0.739, 0.687, 0.765, 3.253
Dubbo, 163, 213, 168, 1947, 0.492, 0.434, 0.461, 0.693, 2.262
Gradle, 94, 282, 62, 2053, 0.603, 0.250, 0.353, 0.749, 2.992
Groovy, 161, 215, 68, 2047, 0.703, 0.428, 0.532, 0.785, 3.658
Hive, 254, 122, 144, 1971, 0.638, 0.676, 0.656, 0.763, 3.228
Maven, 79, 297, 149, 1966, 0.346, 0.210, 0.262, 0.564, 1.296
Poi, 229, 147, 160, 1955, 0.589, 0.609, 0.599, 0.744, 2.900
SpringFramework, 252, 124, 121, 1994, 0.676, 0.670, 0.673, 0.777, 3.476
Storm, 283, 93, 159, 1956, 0.640, 0.753, 0.692, 0.764, 3.242
Tomcat, 248, 128, 149, 1966, 0.625, 0.660, 0.642, 0.758, 3.139
Zookeeper, 215, 161, 153, 1962, 0.584, 0.572, 0.578, 0.742, 2.871
