Avg., 0.2229146470067625, 0.44658675951790083, 0.2873368438116848
Avg., 0.6796132448378291, 0.6743692902994227, 0.6638062872684639
Avg., 0.4384370052528047, 0.7501035995640413, 0.5447771682015562
Avg., 0.20844819787427604, 0.48089400927398257, 0.2750895570470922
Avg., 0.6398845804094146, 0.6473964148515494, 0.6320324289014526
Avg., 0.3845881012162446, 0.4215952230031717, 0.39378979127823194
Avg., 0.3536058384789369, 0.6799999932, 0.4541048091004159
Avg., 0.5200172524563649, 0.6654804246780056, 0.5729141074658167
Avg., 0.6230050425653332, 0.7251308881541076, 0.6624881649169324
Avg., 0.37470397148788853, 0.5710526287236842, 0.44594173347702504
Avg., 0.4061930432517329, 0.639097736752596, 0.4861214573864822
Avg., 0.40449527744918834, 0.6047697349521999, 0.4726969851213164
Avg., 0.38324561176089245, 0.699066211103086, 0.48703497671123475
Avg., 0.2657800842763297, 0.6306723741131817, 0.3664362606215048
Avg., 0.5087554430907847, 0.6222222176131689, 0.5490210058769335
Avg., 0.33794261152379124, 0.7142369689012622, 0.44992556355971003
Avg., 0.12268825725894658, 0.6190992882458566, 0.20082586927568605
Avg., 0.2159317430161575, 0.5824175760173893, 0.3062087827720761
Avg., 0.2081401034813881, 0.6069193942709848, 0.30390405949927973
Avg., 0.17286864987628062, 0.4949066134098254, 0.24969496546748518
